 

stn;time;rti150yx
VIS;1980;19800314
VIS;1981;19810331
VIS;1982;19820731
VIS;1983;19831126
VIS;1984;19840603
VIS;1985;19850513
VIS;1986;19860131
VIS;1987;19871011
VIS;1988;19881204
VIS;1989;19890404
VIS;1990;19901209
VIS;1991;19911221
VIS;1992;19921005
VIS;1993;19930924
VIS;1994;19941105
VIS;1995;19950421
VIS;1996;19961129
VIS;1997;19971211
VIS;1998;19981024
VIS;1999;19990920
VIS;2000;20001014
VIS;2001;20010203
VIS;2002;20020502
VIS;2003;20030203
VIS;2004;20040113
VIS;2005;20050802
VIS;2006;20061208
VIS;2007;20070808
VIS;2008;20081104
VIS;2009;20090427
VIS;2010;20100505
VIS;2011;20111216
VIS;2012;20121203
VIS;2013;20130201
VIS;2014;20140728
VIS;2015;20151120
VIS;2016;20161110
VIS;2017;20170810
VIS;2018;20181029
VIS;2019;20191114
VIS;2020;20200202
