 

stn;time;rs1000y0
LGA;1972;0
LGA;1973;0
LGA;1974;0
LGA;1975;0
LGA;1976;0
LGA;1977;0
LGA;1978;0
LGA;1979;0
LGA;1980;0
LGA;1981;0
LGA;1982;0
LGA;1983;0
LGA;1984;0
LGA;1985;0
LGA;1986;1
LGA;1987;0
LGA;1988;0
LGA;1989;0
LGA;1990;0
LGA;1991;0
LGA;1992;0
LGA;1993;0
LGA;1994;1
LGA;1995;0
LGA;1996;0
LGA;1997;0
LGA;1998;0
LGA;1999;0
LGA;2000;0
LGA;2001;0
LGA;2002;0
LGA;2003;0
LGA;2004;0
LGA;2005;0
LGA;2006;0
LGA;2007;0
LGA;2008;0
LGA;2009;0
LGA;2010;0
LGA;2011;0
LGA;2012;0
LGA;2013;0
LGA;2014;0
LGA;2015;0
LGA;2016;0
LGA;2017;0
LGA;2018;0
LGA;2019;0
LGA;2020;0
