 

stn;time;fklnd3m0
MMHIW;201510;0
MMHIW;201511;0
MMHIW;201512;0
MMHIW;201601;0
MMHIW;201602;0
MMHIW;201603;0
MMHIW;201604;0
MMHIW;201605;0
MMHIW;201606;0
MMHIW;201607;0
MMHIW;201608;0
MMHIW;201609;0
MMHIW;201610;0
MMHIW;201611;0
MMHIW;201612;0
MMHIW;201701;0
MMHIW;201702;0
MMHIW;201703;-
MMHIW;201704;0
MMHIW;201705;0
MMHIW;201706;0
MMHIW;201707;0
MMHIW;201708;0
MMHIW;201709;0
MMHIW;201710;0
MMHIW;201711;0
MMHIW;201712;0
MMHIW;201801;1
MMHIW;201802;0
MMHIW;201803;0
MMHIW;201804;0
MMHIW;201805;0
MMHIW;201806;0
MMHIW;201807;0
MMHIW;201808;0
MMHIW;201809;0
MMHIW;201810;0
MMHIW;201811;0
MMHIW;201812;0
MMHIW;201901;0
MMHIW;201902;0
MMHIW;201903;0
MMHIW;201904;0
MMHIW;201905;0
MMHIW;201906;0
MMHIW;201907;0
MMHIW;201908;0
MMHIW;201909;0
MMHIW;201910;0
MMHIW;201911;0
MMHIW;201912;0
MMHIW;202001;0
MMHIW;202002;0
MMHIW;202003;0
MMHIW;202004;0
MMHIW;202005;0
MMHIW;202006;0
MMHIW;202007;0
MMHIW;202008;0
MMHIW;202009;0
MMHIW;202010;0
MMHIW;202011;0
MMHIW;202012;0
MMHIW;202101;0
MMHIW;202102;0
MMHIW;202103;0
