 

stn;time;rsd300y0
COG;1946;5
COG;1947;3
COG;1948;6
COG;1949;1
COG;1950;9
COG;1951;7
COG;1952;7
COG;1953;3
COG;1954;10
COG;1955;8
COG;1956;8
COG;1957;5
COG;1958;4
COG;1959;5
COG;1960;2
COG;1961;7
COG;1962;9
COG;1963;5
COG;1964;3
COG;1965;6
COG;1966;8
COG;1967;9
COG;1968;6
COG;1969;3
COG;1970;9
COG;1971;5
COG;1972;6
COG;1973;3
COG;1974;8
COG;1975;3
COG;1976;4
COG;1977;5
COG;1978;6
COG;1979;3
COG;1980;3
COG;1981;7
COG;1982;4
COG;1983;10
COG;1984;2
COG;1985;3
COG;1986;5
COG;1987;7
COG;1988;5
COG;1989;0
COG;1990;6
COG;1991;7
COG;1992;4
COG;1993;3
COG;1994;6
COG;1995;8
COG;1996;5
COG;1997;3
COG;1998;3
COG;1999;7
COG;2000;4
COG;2001;8
COG;2002;9
COG;2003;3
COG;2004;7
COG;2005;3
COG;2006;7
COG;2007;4
COG;2008;6
COG;2009;2
COG;2010;3
COG;2011;3
COG;2012;11
COG;2013;10
COG;2014;4
COG;2015;9
COG;2016;7
COG;2017;4
COG;2018;7
COG;2019;5
COG;2020;7
