 

stn;time;rzz150mx
EGO;201010;1.0
EGO;201011;0.5
EGO;201012;1.2
EGO;201101;0.8
EGO;201102;1.0
EGO;201103;1.5
EGO;201104;1.6
EGO;201105;3.1
EGO;201106;3.1
EGO;201107;8.5
EGO;201108;4.6
EGO;201109;2.9
EGO;201110;1.6
EGO;201111;0.5
EGO;201112;1.5
EGO;201201;2.4
EGO;201202;-
EGO;201203;0.6
EGO;201204;2.6
EGO;201205;5.6
EGO;201206;6.0
EGO;201207;14.8
EGO;201208;4.9
EGO;201209;2.0
EGO;201210;4.9
EGO;201211;1.1
EGO;201212;1.1
EGO;201301;1.7
EGO;201302;1.9
EGO;201303;0.5
EGO;201304;2.0
EGO;201305;1.2
EGO;201306;2.2
EGO;201307;11.0
EGO;201308;2.8
