 

stn;time;rti150yx
INT;1900;19000606
INT;1901;19010609
INT;1902;19021221
INT;1903;19030705
INT;1904;19040609
INT;1905;19050414
INT;1906;19060520
INT;1907;19070310
INT;1908;19080523
INT;1909;19090709
INT;1910;19100206
INT;1911;19110225
INT;1912;19120613
INT;1913;19130730
INT;1914;19140109
INT;1915;19150904
INT;1916;19160222
INT;1917;19171121
INT;1918;19181222
INT;1919;19191206
INT;1920;19200504
INT;1921;19211102
INT;1922;19220102
INT;1923;19231222
INT;1924;19241101
INT;1925;19250709
INT;1926;19260707
INT;1927;19270824
INT;1928;19280214
INT;1929;19291019
INT;1930;19300514
INT;1931;19310304
INT;1932;19320102
INT;1933;19330202
INT;1934;19340909
INT;1935;19351028
INT;1936;19361202
INT;1937;19370910
INT;1938;19380821
INT;1939;19391117
INT;1940;19400625
INT;1941;19410727
INT;1942;19420624
INT;1943;19430105
INT;1944;19441107
INT;1945;19450211
INT;1946;19460206
INT;1947;19471110
INT;1948;19480705
INT;1949;19490907
INT;1950;19501116
INT;1951;19510715
INT;1952;19521110
INT;1953;19530527
INT;1954;19540821
INT;1955;19550830
INT;1956;19560710
INT;1957;19570224
INT;1958;19580217
INT;1959;19590820
INT;1960;19600818
INT;1961;19611211
INT;1962;19621215
INT;1963;19630502
INT;1964;19640614
INT;1965;19650627
INT;1966;19660623
INT;1967;19670320
INT;1968;19681102
INT;1969;19690415
INT;1970;19700202
INT;1971;19710606
INT;1972;19721022
INT;1973;19730623
INT;1974;19741126
INT;1975;19750811
INT;1976;19760423
INT;1977;19770430
INT;1978;19780216
INT;1979;19791106
INT;1980;19801017
INT;1981;19810103
INT;1982;19820129
INT;1983;19831127
INT;1984;19840725
INT;1985;19850508
INT;1986;19860409
INT;1987;19870727
INT;1988;19880321
INT;1989;19890701
INT;1990;19900214
INT;1991;19911221
INT;1992;19920204
INT;1993;19930710
INT;1994;19941230
INT;1995;19950110
INT;1996;19961129
INT;1997;19970611
INT;1998;19980607
INT;1999;19990218
INT;2000;20000920
INT;2001;20010715
INT;2002;20021102
INT;2003;20031127
INT;2004;20040602
INT;2005;20050821
INT;2006;20060917
INT;2007;20070808
INT;2008;20081121
INT;2009;20090717
INT;2010;20100530
INT;2011;20111231
INT;2012;20121008
