 

stn;time;fklnd3m0
VIO;201303;0
VIO;201304;0
VIO;201305;0
VIO;201306;0
VIO;201307;0
VIO;201308;0
VIO;201309;0
VIO;201310;0
VIO;201311;0
VIO;201312;0
VIO;201401;0
VIO;201402;0
VIO;201403;0
VIO;201404;0
VIO;201405;0
VIO;201406;0
VIO;201407;0
VIO;201408;0
VIO;201409;0
VIO;201410;0
VIO;201411;0
VIO;201412;0
VIO;201501;0
VIO;201502;0
VIO;201503;0
VIO;201504;0
VIO;201505;0
VIO;201506;0
VIO;201507;0
VIO;201508;0
VIO;201509;0
VIO;201510;0
VIO;201511;0
VIO;201512;0
VIO;201601;0
VIO;201602;0
VIO;201603;0
VIO;201604;0
VIO;201605;0
VIO;201606;0
VIO;201607;0
VIO;201608;0
VIO;201609;0
VIO;201610;0
VIO;201611;0
VIO;201612;0
VIO;201701;0
VIO;201702;0
VIO;201703;0
VIO;201704;0
VIO;201705;0
VIO;201706;0
VIO;201707;0
VIO;201708;0
VIO;201709;0
VIO;201710;0
VIO;201711;0
VIO;201712;0
VIO;201801;0
VIO;201802;0
VIO;201803;0
VIO;201804;0
VIO;201805;0
VIO;201806;0
VIO;201807;0
VIO;201808;0
VIO;201809;0
VIO;201810;0
VIO;201811;0
VIO;201812;0
VIO;201901;1
VIO;201902;0
VIO;201903;0
VIO;201904;0
VIO;201905;0
