 

stn;time;tnd00xy0
DLKEM;1952;40
DLKEM;1953;38
DLKEM;1954;35
DLKEM;1955;38
DLKEM;1956;58
DLKEM;1957;19
DLKEM;1958;31
DLKEM;1959;17
DLKEM;1960;29
DLKEM;1961;24
DLKEM;1962;46
DLKEM;1963;58
DLKEM;1964;36
DLKEM;1965;39
DLKEM;1966;27
DLKEM;1967;31
DLKEM;1968;39
DLKEM;1969;46
DLKEM;1970;45
DLKEM;1971;29
DLKEM;1972;22
DLKEM;1973;32
DLKEM;1974;6
DLKEM;1975;21
DLKEM;1976;34
DLKEM;1977;23
DLKEM;1978;39
DLKEM;1979;23
DLKEM;1980;35
DLKEM;1981;38
DLKEM;1982;18
DLKEM;1983;29
DLKEM;1984;29
DLKEM;1985;45
DLKEM;1986;42
DLKEM;1987;39
DLKEM;1988;14
DLKEM;1989;10
DLKEM;1990;13
DLKEM;1991;37
DLKEM;1992;18
DLKEM;1993;34
DLKEM;1994;18
DLKEM;1995;30
DLKEM;1996;40
DLKEM;1997;19
DLKEM;1998;30
DLKEM;1999;33
DLKEM;2000;13
DLKEM;2001;30
DLKEM;2002;13
DLKEM;2003;31
DLKEM;2004;28
DLKEM;2005;45
DLKEM;2006;32
DLKEM;2007;15
DLKEM;2008;15
DLKEM;2009;28
DLKEM;2010;48
DLKEM;2011;17
DLKEM;2012;28
DLKEM;2013;30
DLKEM;2014;3
DLKEM;2015;11
