 

stn;time;rsd300y0
KLA;1931;9
KLA;1932;3
KLA;1933;1
KLA;1934;5
KLA;1935;11
KLA;1936;6
KLA;1937;5
KLA;1938;4
KLA;1939;9
KLA;1940;10
KLA;1941;4
KLA;1942;9
KLA;1943;5
KLA;1944;10
KLA;1945;8
KLA;1946;8
KLA;1947;6
KLA;1948;6
KLA;1949;4
KLA;1950;7
KLA;1951;7
KLA;1952;5
KLA;1953;1
KLA;1954;12
KLA;1955;3
KLA;1956;9
KLA;1957;5
KLA;1958;9
KLA;1959;5
KLA;1960;6
KLA;1961;4
KLA;1962;6
KLA;1963;5
KLA;1964;6
KLA;1965;7
KLA;1966;6
KLA;1967;6
KLA;1968;6
KLA;1969;2
KLA;1970;10
KLA;1971;3
KLA;1972;3
KLA;1973;8
KLA;1974;8
KLA;1975;6
KLA;1976;8
KLA;1977;5
KLA;1978;9
KLA;1979;8
KLA;1980;10
KLA;1981;10
KLA;1982;7
KLA;1983;10
KLA;1984;5
KLA;1985;11
KLA;1986;6
KLA;1987;8
KLA;1988;8
KLA;1989;3
KLA;1990;3
KLA;1991;8
KLA;1992;9
KLA;1993;6
KLA;1994;6
KLA;1995;10
KLA;1996;10
KLA;1997;5
KLA;1998;7
KLA;1999;19
KLA;2000;10
KLA;2001;8
KLA;2002;9
KLA;2003;4
KLA;2004;5
KLA;2005;5
KLA;2006;4
KLA;2007;6
KLA;2008;6
KLA;2009;4
KLA;2010;7
KLA;2011;10
KLA;2012;8
