 

stn;time;rhh150yx
BEZ;1989;9.5
BEZ;1990;40.7
BEZ;1991;13.0
BEZ;1992;17.1
BEZ;1993;22.0
BEZ;1994;16.4
BEZ;1995;17.3
BEZ;1996;17.7
BEZ;1997;13.8
BEZ;1998;10.8
BEZ;1999;12.9
BEZ;2000;21.5
BEZ;2001;14.4
BEZ;2002;8.7
BEZ;2003;9.3
BEZ;2004;12.7
BEZ;2005;12.4
BEZ;2006;11.0
BEZ;2007;18.6
BEZ;2008;24.7
BEZ;2009;21.7
BEZ;2010;8.5
BEZ;2011;12.1
BEZ;2012;13.1
BEZ;2013;28.4
BEZ;2014;13.4
BEZ;2015;9.6
BEZ;2016;10.0
BEZ;2017;19.7
BEZ;2018;19.3
BEZ;2019;16.9
BEZ;2020;11.9
