 

stn;time;hns000y0
GTT;1917;638
GTT;1918;478
GTT;1919;976
GTT;1920;317
GTT;1921;363
GTT;1922;967
GTT;1923;687
GTT;1924;313
GTT;1925;436
GTT;1926;437
GTT;1927;654
GTT;1928;631
GTT;1929;491
GTT;1930;423
GTT;1931;785
GTT;1932;400
GTT;1933;367
GTT;1934;391
GTT;1935;840
GTT;1936;360
GTT;1937;503
GTT;1938;614
GTT;1939;787
GTT;1940;725
GTT;1941;526
GTT;1942;367
GTT;1943;517
GTT;1944;949
GTT;1945;613
GTT;1946;460
GTT;1947;491
GTT;1948;269
GTT;1949;494
GTT;1950;498
GTT;1951;625
GTT;1952;816
GTT;1953;283
GTT;1954;545
GTT;1955;357
GTT;1956;459
GTT;1957;286
GTT;1958;818
GTT;1959;540
GTT;1960;379
GTT;1961;390
GTT;1962;742
GTT;1963;426
GTT;1964;369
GTT;1965;743
GTT;1966;790
GTT;1967;705
GTT;1968;964
GTT;1969;570
GTT;1970;929
GTT;1971;463
GTT;1972;383
GTT;1973;750
GTT;1974;787
GTT;1975;726
GTT;1976;507
GTT;1977;532
GTT;1978;545
GTT;1979;621
GTT;1980;742
GTT;1981;872
GTT;1982;578
GTT;1983;492
GTT;1984;484
GTT;1985;548
GTT;1986;674
GTT;1987;574
GTT;1988;726
GTT;1989;300
GTT;1990;431
GTT;1991;369
GTT;1992;453
GTT;1993;364
GTT;1994;302
GTT;1995;554
GTT;1996;412
GTT;1997;228
GTT;1998;386
