 

stn;time;rre150m0
HDI;190101;30.0
HDI;190102;47.0
HDI;190103;76.0
HDI;190104;138.0
HDI;190105;74.0
HDI;190106;207.0
HDI;190107;135.0
HDI;190108;173.0
HDI;190109;159.0
HDI;190110;54.0
HDI;190111;33.0
HDI;190112;54.0
HDI;190201;29.0
HDI;190202;75.0
HDI;190203;120.0
HDI;190204;112.0
HDI;190205;112.0
HDI;190206;80.0
HDI;190207;125.0
HDI;190208;168.0
HDI;190209;75.0
HDI;190210;145.0
HDI;190211;31.0
HDI;190212;94.0
HDI;190301;43.0
HDI;190302;42.0
HDI;190303;80.0
HDI;190304;100.0
HDI;190305;92.0
HDI;190306;159.0
HDI;190307;192.0
HDI;190308;97.0
HDI;190309;57.0
HDI;190310;142.0
HDI;190311;73.0
HDI;190312;58.0
HDI;190401;48.0
HDI;190402;76.0
HDI;190403;39.0
HDI;190404;133.0
HDI;190405;152.0
HDI;190406;165.0
HDI;190407;39.0
HDI;190408;102.0
HDI;190409;101.0
HDI;190410;52.0
HDI;190411;46.0
HDI;190412;49.0
HDI;190501;43.0
HDI;190502;28.0
HDI;190503;80.0
HDI;190504;99.0
HDI;190505;118.0
HDI;190506;149.0
HDI;190507;125.0
HDI;190508;299.0
HDI;190509;191.0
HDI;190510;103.0
HDI;190511;87.0
HDI;190512;27.0
HDI;190601;27.0
HDI;190602;59.0
HDI;190603;60.0
HDI;190604;72.0
HDI;190605;121.0
HDI;190606;133.0
HDI;190607;215.0
HDI;190608;101.0
HDI;190609;38.0
HDI;190610;53.0
HDI;190611;67.0
HDI;190612;92.0
HDI;190701;95.0
HDI;190702;77.0
HDI;190703;84.0
HDI;190704;132.0
HDI;190705;104.0
HDI;190706;149.0
HDI;190707;246.0
HDI;190708;151.0
HDI;190709;93.0
HDI;190710;95.0
HDI;190711;23.0
HDI;190712;73.0
HDI;190801;42.0
HDI;190802;74.0
HDI;190803;30.0
HDI;190804;85.0
HDI;190805;94.0
HDI;190806;74.0
HDI;190807;178.0
HDI;190808;79.0
HDI;190809;172.0
HDI;190810;9.0
HDI;190811;43.0
HDI;190812;45.0
HDI;190901;25.0
HDI;190902;12.0
HDI;190903;71.0
HDI;190904;42.0
HDI;190905;100.0
HDI;190906;174.0
HDI;190907;136.0
HDI;190908;146.0
HDI;190909;54.0
HDI;190910;95.0
HDI;190911;62.0
HDI;190912;107.0
HDI;191001;87.0
HDI;191002;82.0
HDI;191003;35.0
HDI;191004;117.0
HDI;191005;147.0
HDI;191006;197.0
HDI;191007;172.0
HDI;191008;164.0
HDI;191009;135.0
HDI;191010;67.0
HDI;191011;157.0
HDI;191012;65.0
HDI;191101;26.0
HDI;191102;41.0
HDI;191103;80.0
HDI;191104;64.0
HDI;191105;121.0
HDI;191106;142.0
HDI;191107;11.0
HDI;191108;82.0
HDI;191109;117.0
HDI;191110;81.0
HDI;191111;39.0
HDI;191112;72.0
HDI;191201;29.0
HDI;191202;72.0
HDI;191203;67.0
HDI;191204;65.0
HDI;191205;151.0
HDI;191206;219.0
HDI;191207;168.0
HDI;191208;205.0
HDI;191209;64.0
HDI;191210;144.0
HDI;191211;44.0
HDI;191212;37.0
HDI;191301;45.0
HDI;191302;36.0
HDI;191303;98.0
HDI;191304;87.0
HDI;191305;84.0
HDI;191306;181.0
HDI;191307;175.0
HDI;191308;172.0
HDI;191309;124.0
HDI;191310;33.0
HDI;191311;120.0
HDI;191312;74.0
HDI;191401;102.0
HDI;191402;45.0
HDI;191403;117.0
HDI;191404;58.0
HDI;191405;194.0
HDI;191406;132.0
HDI;191407;183.0
HDI;191408;234.0
HDI;191409;51.0
HDI;191410;55.0
HDI;191411;78.0
HDI;191412;30.0
HDI;191501;60.0
HDI;191502;93.0
HDI;191503;76.0
HDI;191504;87.0
HDI;191505;90.0
HDI;191506;203.0
HDI;191507;160.0
HDI;191508;169.0
HDI;191509;149.0
HDI;191510;26.0
HDI;191511;53.0
HDI;191512;52.0
HDI;191601;59.0
HDI;191602;78.0
HDI;191603;87.0
HDI;191604;116.0
HDI;191605;108.0
HDI;191606;210.0
HDI;191607;123.0
HDI;191608;104.0
HDI;191609;101.0
HDI;191610;98.0
HDI;191611;99.0
HDI;191612;108.0
HDI;191701;52.0
HDI;191702;9.0
HDI;191703;113.0
HDI;191704;93.0
HDI;191705;74.0
HDI;191706;74.0
HDI;191707;243.0
HDI;191708;203.0
HDI;191709;47.0
HDI;191710;164.0
HDI;191711;84.0
HDI;191712;30.0
HDI;191801;59.0
HDI;191802;36.0
HDI;191803;54.0
HDI;191804;102.0
HDI;191805;82.0
HDI;191806;165.0
HDI;191807;77.0
HDI;191808;130.0
HDI;191809;177.0
HDI;191810;70.0
HDI;191811;40.0
HDI;191812;129.0
HDI;191901;46.0
HDI;191902;74.0
HDI;191903;150.0
HDI;191904;192.0
HDI;191905;56.0
HDI;191906;150.0
HDI;191907;157.0
HDI;191908;17.0
HDI;191909;57.0
HDI;191910;93.0
HDI;191911;90.0
HDI;191912;118.0
HDI;192001;100.0
HDI;192002;16.0
HDI;192003;56.0
HDI;192004;85.0
HDI;192005;170.0
HDI;192006;227.0
HDI;192007;125.0
HDI;192008;101.0
HDI;192009;100.0
HDI;192010;11.0
HDI;192011;8.0
HDI;192012;30.0
HDI;192101;33.0
HDI;192102;11.0
HDI;192103;51.0
HDI;192104;105.0
HDI;192105;120.0
HDI;192106;121.0
HDI;192107;93.0
HDI;192108;151.0
HDI;192109;67.0
HDI;192110;25.0
HDI;192111;73.0
HDI;192112;30.0
HDI;192201;151.0
HDI;192202;51.0
HDI;192203;74.0
HDI;192204;146.0
HDI;192205;68.0
HDI;192206;187.0
HDI;192207;189.0
HDI;192208;178.0
HDI;192209;138.0
HDI;192210;132.0
HDI;192211;124.0
HDI;192212;134.0
HDI;192301;92.0
HDI;192302;96.0
HDI;192303;48.0
HDI;192304;107.0
HDI;192305;164.0
HDI;192306;126.0
HDI;192307;66.0
HDI;192308;81.0
HDI;192309;73.0
HDI;192310;108.0
HDI;192311;108.0
HDI;192312;167.0
HDI;192401;54.0
HDI;192402;40.0
HDI;192403;39.0
HDI;192404;95.0
HDI;192405;135.0
HDI;192406;210.0
HDI;192407;125.0
HDI;192408;120.0
HDI;192409;83.0
HDI;192410;66.0
HDI;192411;13.0
HDI;192412;33.0
HDI;192501;37.0
HDI;192502;57.0
HDI;192503;64.0
HDI;192504;122.0
HDI;192505;100.0
HDI;192506;93.0
HDI;192507;147.0
HDI;192508;159.0
HDI;192509;132.0
HDI;192510;14.0
HDI;192511;65.0
HDI;192512;82.0
HDI;192601;62.0
HDI;192602;42.0
HDI;192603;73.0
HDI;192604;55.0
HDI;192605;165.0
HDI;192606;232.0
HDI;192607;269.0
HDI;192608;106.0
HDI;192609;80.0
HDI;192610;83.0
HDI;192611;44.0
HDI;192612;54.0
HDI;192701;71.0
HDI;192702;88.0
HDI;192703;131.0
HDI;192704;70.0
HDI;192705;87.0
HDI;192706;199.0
HDI;192707;183.0
HDI;192708;234.0
HDI;192709;189.0
HDI;192710;22.0
HDI;192711;49.0
HDI;192712;36.0
HDI;192801;78.0
HDI;192802;81.0
HDI;192803;87.0
HDI;192804;85.0
HDI;192805;170.0
HDI;192806;137.0
HDI;192807;81.0
HDI;192808;166.0
HDI;192809;113.0
HDI;192810;98.0
HDI;192811;154.0
HDI;192812;92.0
HDI;192901;28.0
HDI;192902;26.0
HDI;192903;25.0
HDI;192904;142.0
HDI;192905;97.0
HDI;192906;103.0
HDI;192907;113.0
HDI;192908;137.0
HDI;192909;78.0
HDI;192910;117.0
HDI;192911;40.0
HDI;192912;100.0
HDI;193001;34.0
HDI;193002;31.0
HDI;193003;66.0
HDI;193004;186.0
HDI;193005;191.0
HDI;193006;113.0
HDI;193007;227.0
HDI;193008;119.0
HDI;193009;112.0
HDI;193010;159.0
HDI;193011;115.0
HDI;193012;44.0
HDI;193101;69.0
HDI;193102;111.0
