 

stn;time;tnd00xy0
BAS;1898;5
BAS;1899;16
BAS;1900;5
BAS;1901;24
BAS;1902;15
BAS;1903;10
BAS;1904;12
BAS;1905;10
BAS;1906;15
BAS;1907;14
BAS;1908;20
BAS;1909;20
BAS;1910;1
BAS;1911;13
BAS;1912;3
BAS;1913;4
BAS;1914;16
BAS;1915;12
BAS;1916;2
BAS;1917;32
BAS;1918;10
BAS;1919;15
BAS;1920;9
BAS;1921;10
BAS;1922;12
BAS;1923;6
BAS;1924;19
BAS;1925;11
BAS;1926;10
BAS;1927;7
BAS;1928;8
BAS;1929;38
BAS;1930;5
BAS;1931;17
BAS;1932;11
BAS;1933;29
BAS;1934;9
BAS;1935;22
BAS;1936;2
BAS;1937;5
BAS;1938;17
BAS;1939;10
BAS;1940;41
BAS;1941;21
BAS;1942;31
BAS;1943;5
BAS;1944;18
BAS;1945;26
BAS;1946;21
BAS;1947;28
BAS;1948;13
BAS;1949;4
BAS;1950;24
BAS;1951;0
BAS;1952;12
BAS;1953;14
BAS;1954;24
BAS;1955;8
BAS;1956;32
BAS;1957;11
BAS;1958;6
BAS;1959;3
BAS;1960;17
BAS;1961;12
BAS;1962;18
BAS;1963;45
BAS;1964;15
BAS;1965;6
BAS;1966;14
BAS;1967;15
BAS;1968;17
BAS;1969;28
BAS;1970;16
BAS;1971;16
BAS;1972;12
BAS;1973;11
BAS;1974;0
BAS;1975;8
BAS;1976;16
BAS;1977;3
BAS;1978;18
BAS;1979;13
BAS;1980;16
BAS;1981;12
BAS;1982;11
BAS;1983;10
BAS;1984;3
BAS;1985;36
BAS;1986;24
BAS;1987;28
BAS;1988;2
BAS;1989;5
BAS;1990;3
BAS;1991;21
BAS;1992;11
BAS;1993;17
BAS;1994;4
BAS;1995;10
BAS;1996;16
BAS;1997;17
BAS;1998;8
BAS;1999;12
BAS;2000;4
BAS;2001;7
BAS;2002;10
BAS;2003;16
BAS;2004;5
BAS;2005;18
BAS;2006;15
BAS;2007;5
BAS;2008;4
BAS;2009;17
BAS;2010;30
BAS;2011;6
BAS;2012;15
BAS;2013;15
BAS;2014;2
BAS;2015;1
BAS;2016;4
BAS;2017;13
BAS;2018;6
BAS;2019;2
BAS;2020;0
