 

stn;time;hns000mx
ULR;199912;37
ULR;200001;30
ULR;200002;54
ULR;200003;22
ULR;200004;19
ULR;200005;0
ULR;200006;0
ULR;200007;0
ULR;200008;0
ULR;200009;0
ULR;200010;1
ULR;200011;30
ULR;200012;15
ULR;200101;21
ULR;200102;74
ULR;200103;23
ULR;200104;26
ULR;200105;0
ULR;200106;0
ULR;200107;0
ULR;200108;0
ULR;200109;0
ULR;200110;0
ULR;200111;20
ULR;200112;34
ULR;200201;11
ULR;200202;32
ULR;200203;18
ULR;200204;3
ULR;200205;16
ULR;200206;0
ULR;200207;0
ULR;200208;0
ULR;200209;1
ULR;200210;5
ULR;200211;28
ULR;200212;29
ULR;200301;32
ULR;200302;55
ULR;200303;11
ULR;200304;3
ULR;200305;0
ULR;200306;0
ULR;200307;0
ULR;200308;0
ULR;200309;0
ULR;200310;15
ULR;200311;25
ULR;200312;32
ULR;200401;55
ULR;200402;13
ULR;200403;10
ULR;200404;12
ULR;200405;30
ULR;200406;0
ULR;200407;0
ULR;200408;0
ULR;200409;0
ULR;200410;1
ULR;200411;25
ULR;200412;40
ULR;200501;35
ULR;200502;40
ULR;200503;8
ULR;200504;8
ULR;200505;0
ULR;200506;0
ULR;200507;0
ULR;200508;0
ULR;200509;0
ULR;200510;0
ULR;200511;12
ULR;200512;45
ULR;200601;51
ULR;200602;60
ULR;200603;70
ULR;200604;5
ULR;200605;7
ULR;200606;2
ULR;200607;0
ULR;200608;0
ULR;200609;0
ULR;200610;0
ULR;200611;7
ULR;200612;20
ULR;200701;25
ULR;200702;34
ULR;200703;20
ULR;200704;0
ULR;200705;6
ULR;200706;0
ULR;200707;0
ULR;200708;0
ULR;200709;0
ULR;200710;0
ULR;200711;39
ULR;200712;30
ULR;200801;39
ULR;200802;22
ULR;200803;84
ULR;200804;26
ULR;200805;0
ULR;200806;0
ULR;200807;0
ULR;200808;0
ULR;200809;0
ULR;200810;45
ULR;200811;50
ULR;200812;50
ULR;200901;42
ULR;200902;87
ULR;200903;43
ULR;200904;42
ULR;200905;0
ULR;200906;0
ULR;200907;0
ULR;200908;0
ULR;200909;0
ULR;200910;17
ULR;200911;65
ULR;200912;21
ULR;201001;18
ULR;201002;9
ULR;201003;10
ULR;201004;4
ULR;201005;0
ULR;201006;0
ULR;201007;0
ULR;201008;0
ULR;201009;0
ULR;201010;2
ULR;201011;13
ULR;201012;13
ULR;201101;15
ULR;201102;21
ULR;201103;7
ULR;201104;8
ULR;201105;0
ULR;201106;0
ULR;201107;0
ULR;201108;0
ULR;201109;0
ULR;201110;5
ULR;201111;0
ULR;201112;111
ULR;201201;77
ULR;201202;30
ULR;201203;20
ULR;201204;20
ULR;201205;5
ULR;201206;0
ULR;201207;0
ULR;201208;0
ULR;201209;0
ULR;201210;10
ULR;201211;10
ULR;201212;62
ULR;201301;24
ULR;201302;30
ULR;201303;11
ULR;201304;10
ULR;201305;15
ULR;201306;0
ULR;201307;0
ULR;201308;0
ULR;201309;0
ULR;201310;15
ULR;201311;30
ULR;201312;35
ULR;201401;29
ULR;201402;23
ULR;201403;8
ULR;201404;15
ULR;201405;4
ULR;201406;0
ULR;201407;0
ULR;201408;0
ULR;201409;0
ULR;201410;8
ULR;201411;26
ULR;201412;20
ULR;201501;31
ULR;201502;45
ULR;201503;6
ULR;201504;10
ULR;201505;7
ULR;201506;0
ULR;201507;0
ULR;201508;0
ULR;201509;0
ULR;201510;0
ULR;201511;30
ULR;201512;1
ULR;201601;22
ULR;201602;45
ULR;201603;20
ULR;201604;10
ULR;201605;5
ULR;201606;0
ULR;201607;0
ULR;201608;0
ULR;201609;0
ULR;201610;0
ULR;201611;37
ULR;201612;0
ULR;201701;28
ULR;201702;10
ULR;201703;45
ULR;201704;10
ULR;201705;5
ULR;201706;0
ULR;201707;0
ULR;201708;0
ULR;201709;0
ULR;201710;7
ULR;201711;20
ULR;201712;55
ULR;201801;50
ULR;201802;20
ULR;201803;35
ULR;201804;4
ULR;201805;0
ULR;201806;0
ULR;201807;0
ULR;201808;0
ULR;201809;0
ULR;201810;10
ULR;201811;2
ULR;201812;28
ULR;201901;45
ULR;201902;20
ULR;201903;55
ULR;201904;40
ULR;201905;2
ULR;201906;0
ULR;201907;0
ULR;201908;0
ULR;201909;0
ULR;201910;2
ULR;201911;40
ULR;201912;40
ULR;202001;15
ULR;202002;20
ULR;202003;30
ULR;202004;0
ULR;202005;0
ULR;202006;0
ULR;202007;0
ULR;202008;0
ULR;202009;2
ULR;202010;4
ULR;202011;0
ULR;202012;70
ULR;202101;60
ULR;202102;9
ULR;202103;40
