 

stn;time;rs1000y0
OTE;1961;0
OTE;1962;0
OTE;1963;0
OTE;1964;0
OTE;1965;0
OTE;1966;0
OTE;1967;0
OTE;1968;1
OTE;1969;0
OTE;1970;0
OTE;1971;0
OTE;1972;0
OTE;1973;0
OTE;1974;0
OTE;1975;0
OTE;1976;0
OTE;1977;0
OTE;1978;0
OTE;1979;0
OTE;1980;0
OTE;1981;0
OTE;1982;0
OTE;1983;0
OTE;1984;0
OTE;1985;0
OTE;1986;0
OTE;1987;0
OTE;1988;0
OTE;1989;0
OTE;1990;0
OTE;1991;0
OTE;1992;0
OTE;1993;0
OTE;1994;0
OTE;1995;0
OTE;1996;0
OTE;1997;0
OTE;1998;0
OTE;1999;0
OTE;2000;0
OTE;2001;0
OTE;2002;0
OTE;2003;0
OTE;2004;0
OTE;2005;0
OTE;2006;0
OTE;2007;0
OTE;2008;0
OTE;2009;0
OTE;2010;0
OTE;2011;0
OTE;2012;0
OTE;2013;0
OTE;2014;0
OTE;2015;0
OTE;2016;0
OTE;2017;0
OTE;2018;0
OTE;2019;0
OTE;2020;0
