 

stn;time;rre150yx
DLHEC;1947;31.8
DLHEC;1948;24.2
DLHEC;1949;19.5
DLHEC;1950;39.0
DLHEC;1951;39.2
DLHEC;1952;27.9
DLHEC;1953;43.7
DLHEC;1954;29.4
DLHEC;1955;50.9
DLHEC;1956;57.7
DLHEC;1957;26.1
DLHEC;1958;32.0
DLHEC;1959;37.5
DLHEC;1960;77.5
DLHEC;1961;24.9
DLHEC;1962;37.5
DLHEC;1963;42.8
DLHEC;1964;42.0
DLHEC;1965;38.8
DLHEC;1966;56.1
DLHEC;1967;46.8
DLHEC;1968;51.2
DLHEC;1969;94.1
DLHEC;1970;39.2
DLHEC;1971;45.1
DLHEC;1972;76.2
DLHEC;1973;37.8
DLHEC;1974;34.3
DLHEC;1975;55.4
DLHEC;1976;45.6
DLHEC;1977;27.6
DLHEC;1978;52.3
DLHEC;1979;60.5
DLHEC;1980;35.4
DLHEC;1981;49.0
DLHEC;1982;83.5
DLHEC;1983;48.4
DLHEC;1984;32.4
DLHEC;1985;47.3
DLHEC;1986;51.4
DLHEC;1987;34.4
DLHEC;1988;32.6
DLHEC;1989;36.4
DLHEC;1990;38.3
DLHEC;1991;28.9
DLHEC;1992;79.8
DLHEC;1993;30.0
DLHEC;1994;45.9
DLHEC;1995;36.3
DLHEC;1996;42.3
DLHEC;1997;34.5
DLHEC;1998;34.8
DLHEC;1999;38.8
DLHEC;2000;60.2
DLHEC;2001;40.9
DLHEC;2002;72.9
DLHEC;2003;54.9
DLHEC;2004;27.5
DLHEC;2005;60.5
DLHEC;2006;28.7
DLHEC;2007;40.8
DLHEC;2008;79.3
DLHEC;2009;38.5
DLHEC;2010;47.9
DLHEC;2011;50.3
