 

stn;time;tre200y0
SBO;1982;10.8
SBO;1983;10.1
SBO;1984;9.6
SBO;1985;9.7
SBO;1986;10.2
SBO;1987;10.0
SBO;1988;10.7
SBO;1989;10.3
SBO;1990;10.8
SBO;1991;10.5
SBO;1992;10.8
SBO;1993;10.6
SBO;1994;11.6
SBO;1995;10.7
SBO;1996;10.5
SBO;1997;11.4
SBO;1998;11.0
SBO;1999;11.1
SBO;2000;11.5
SBO;2001;11.3
SBO;2002;11.9
SBO;2003;12.0
SBO;2004;11.1
SBO;2005;11.0
SBO;2006;11.7
SBO;2007;12.4
SBO;2008;11.6
SBO;2009;11.8
SBO;2010;10.9
SBO;2011;11.8
SBO;2012;11.7
SBO;2013;11.4
SBO;2014;12.3
SBO;2015;12.1
SBO;2016;11.7
SBO;2017;11.9
SBO;2018;12.6
SBO;2019;12.5
SBO;2020;12.0
