 

stn;time;tre200d0
NECER;20180905;16.3
NECER;20180906;14.6
NECER;20180907;15.2
NECER;20180908;14.9
NECER;20180909;16.8
NECER;20180910;18.3
NECER;20180911;18.8
NECER;20180912;19.1
NECER;20180913;16.5
NECER;20180914;15.7
NECER;20180915;15.1
NECER;20180916;14.7
NECER;20180917;16.7
NECER;20180918;18.0
NECER;20180919;18.1
NECER;20180920;18.6
NECER;20180921;15.7
NECER;20180922;13.1
NECER;20180923;17.2
NECER;20180924;8.9
NECER;20180925;9.4
NECER;20180926;10.4
NECER;20180927;-
NECER;20180928;-
NECER;20180929;-
NECER;20180930;12.3
NECER;20181001;7.3
NECER;20181002;7.4
NECER;20181003;10.9
NECER;20181004;12.2
NECER;20181005;12.6
NECER;20181006;13.0
NECER;20181007;13.8
NECER;20181008;13.5
NECER;20181009;13.1
NECER;20181010;11.8
NECER;20181011;13.6
NECER;20181012;14.2
NECER;20181013;14.1
NECER;20181014;13.7
NECER;20181015;13.2
NECER;20181016;13.1
NECER;20181017;13.3
NECER;20181018;15.2
NECER;20181019;11.4
NECER;20181020;10.2
NECER;20181021;9.9
NECER;20181022;7.7
NECER;20181023;9.5
NECER;20181024;10.2
NECER;20181025;9.9
NECER;20181026;9.2
NECER;20181027;4.3
NECER;20181028;2.4
NECER;20181029;3.5
NECER;20181030;2.0
NECER;20181031;3.4
NECER;20181101;6.6
NECER;20181102;6.6
NECER;20181103;8.1
NECER;20181104;5.7
NECER;20181105;7.8
NECER;20181106;9.1
NECER;20181107;7.2
NECER;20181108;7.0
NECER;20181109;5.9
NECER;20181110;5.3
NECER;20181111;8.4
NECER;20181112;9.0
NECER;20181113;8.5
NECER;20181114;7.3
NECER;20181115;4.8
NECER;20181116;2.5
NECER;20181117;1.8
NECER;20181118;0.1
NECER;20181119;-1.0
NECER;20181120;-1.6
NECER;20181121;-0.2
NECER;20181122;1.8
NECER;20181123;1.1
NECER;20181124;4.0
NECER;20181125;1.5
NECER;20181126;1.3
NECER;20181127;1.1
NECER;20181128;0.5
NECER;20181129;2.2
NECER;20181130;-
NECER;20181201;-
NECER;20181202;-
NECER;20181203;8.9
NECER;20181204;6.6
NECER;20181205;5.2
NECER;20181206;6.7
NECER;20181207;7.1
NECER;20181208;3.3
NECER;20181209;4.6
NECER;20181210;2.1
NECER;20181211;-0.4
NECER;20181212;-2.3
NECER;20181213;-2.4
NECER;20181214;-2.7
NECER;20181215;-3.7
NECER;20181216;-0.1
NECER;20181217;0.6
NECER;20181218;-0.9
NECER;20181219;0.8
NECER;20181220;2.6
NECER;20181221;5.5
NECER;20181222;8.5
NECER;20181223;7.8
NECER;20181224;4.6
NECER;20181225;-2.0
NECER;20181226;-5.0
NECER;20181227;-3.6
NECER;20181228;-2.7
NECER;20181229;-4.2
NECER;20181230;1.0
NECER;20181231;3.7
NECER;20190101;1.4
NECER;20190102;-0.3
NECER;20190103;-2.2
NECER;20190104;-1.0
NECER;20190105;-1.2
NECER;20190106;-0.2
NECER;20190107;-0.9
NECER;20190108;0.0
NECER;20190109;-1.4
NECER;20190110;-2.6
NECER;20190111;-3.9
NECER;20190112;-0.6
NECER;20190113;1.4
NECER;20190114;1.8
NECER;20190115;-1.0
NECER;20190116;-1.7
NECER;20190117;1.9
NECER;20190118;-4.0
NECER;20190119;-5.7
NECER;20190120;-3.1
NECER;20190121;-1.9
NECER;20190122;-5.0
NECER;20190123;-3.9
NECER;20190124;-4.5
NECER;20190125;-5.8
NECER;20190126;-0.3
NECER;20190127;1.1
NECER;20190128;-1.9
NECER;20190129;-3.2
NECER;20190130;-2.6
NECER;20190131;-2.7
NECER;20190201;0.5
NECER;20190202;-0.5
NECER;20190203;-1.2
NECER;20190204;-3.5
