 

stn;time;rsd300y0
DLSTO;1947;3
DLSTO;1948;3
DLSTO;1949;0
DLSTO;1950;1
DLSTO;1951;1
DLSTO;1952;2
DLSTO;1953;4
DLSTO;1954;4
DLSTO;1955;0
DLSTO;1956;6
DLSTO;1957;1
DLSTO;1958;1
DLSTO;1959;2
DLSTO;1960;2
DLSTO;1961;3
DLSTO;1962;1
DLSTO;1963;2
DLSTO;1964;3
DLSTO;1965;0
DLSTO;1966;4
DLSTO;1967;2
DLSTO;1968;2
DLSTO;1969;2
DLSTO;1970;3
DLSTO;1971;4
DLSTO;1972;3
DLSTO;1973;4
DLSTO;1974;2
DLSTO;1975;2
DLSTO;1976;4
DLSTO;1977;0
DLSTO;1978;7
DLSTO;1979;3
DLSTO;1980;1
DLSTO;1981;3
DLSTO;1982;4
DLSTO;1983;3
DLSTO;1984;5
DLSTO;1985;1
DLSTO;1986;2
DLSTO;1987;4
DLSTO;1988;1
DLSTO;1989;2
DLSTO;1990;1
DLSTO;1991;4
DLSTO;1992;4
DLSTO;1993;0
DLSTO;1994;4
DLSTO;1995;7
DLSTO;1996;3
DLSTO;1997;2
DLSTO;1998;2
DLSTO;1999;4
DLSTO;2000;1
DLSTO;2001;3
DLSTO;2002;7
DLSTO;2003;0
DLSTO;2004;2
DLSTO;2005;2
DLSTO;2006;2
DLSTO;2007;6
DLSTO;2008;0
DLSTO;2009;0
DLSTO;2010;3
DLSTO;2011;2
DLSTO;2012;0
DLSTO;2013;7
DLSTO;2014;5
DLSTO;2015;2
