 

stn;time;rsd300y0
HIR;1934;15
HIR;1935;25
HIR;1936;10
HIR;1937;21
HIR;1938;10
HIR;1939;23
HIR;1940;12
HIR;1941;12
HIR;1942;18
HIR;1943;7
HIR;1944;9
HIR;1945;13
HIR;1946;15
HIR;1947;11
HIR;1948;7
HIR;1949;9
HIR;1950;14
HIR;1951;27
HIR;1952;11
HIR;1953;9
HIR;1954;16
HIR;1955;7
HIR;1956;16
HIR;1957;13
HIR;1958;13
HIR;1959;9
HIR;1960;26
HIR;1961;9
HIR;1962;7
HIR;1963;24
HIR;1964;11
HIR;1965;16
HIR;1966;22
HIR;1967;15
HIR;1968;22
HIR;1969;14
HIR;1970;14
HIR;1971;8
HIR;1972;4
HIR;1973;16
HIR;1974;11
HIR;1975;16
HIR;1976;16
HIR;1977;24
HIR;1978;13
HIR;1979;20
HIR;1980;9
HIR;1981;17
HIR;1982;16
HIR;1983;15
HIR;1984;11
HIR;1985;6
HIR;1986;14
HIR;1987;17
HIR;1988;14
HIR;1989;11
HIR;1990;10
HIR;1991;15
HIR;1992;13
HIR;1993;22
HIR;1994;17
HIR;1995;12
HIR;1996;14
HIR;1997;14
HIR;1998;17
HIR;1999;23
HIR;2000;29
HIR;2001;16
HIR;2002;22
HIR;2003;7
HIR;2004;10
HIR;2005;3
HIR;2006;10
HIR;2007;13
