 

stn;time;tnd00xy0
IYSAR;1977;4
IYSAR;1978;0
IYSAR;1979;6
IYSAR;1980;35
IYSAR;1981;20
IYSAR;1982;13
IYSAR;1983;32
IYSAR;1984;24
IYSAR;1985;51
IYSAR;1986;48
IYSAR;1987;18
IYSAR;1988;26
IYSAR;1989;15
IYSAR;1990;42
IYSAR;1991;51
IYSAR;1992;30
IYSAR;1993;44
IYSAR;1994;28
IYSAR;1995;18
IYSAR;1996;16
IYSAR;1997;7
IYSAR;1998;15
IYSAR;1999;17
IYSAR;2000;9
IYSAR;2001;19
IYSAR;2002;7
IYSAR;2003;17
IYSAR;2004;16
IYSAR;2005;40
IYSAR;2006;20
IYSAR;2007;4
IYSAR;2008;20
IYSAR;2009;27
IYSAR;2010;39
IYSAR;2011;8
IYSAR;2012;20
IYSAR;2013;12
IYSAR;2014;3
IYSAR;2015;0
IYSAR;2016;4
IYSAR;2017;14
IYSAR;2018;8
