 

stn;time;rti150yx
PLF;1990;19900923
PLF;1991;19910616
PLF;1992;19921028
PLF;1993;19930710
PLF;1994;19940518
PLF;1995;19951225
PLF;1996;19960707
PLF;1997;19970912
PLF;1998;19981103
PLF;1999;19990809
PLF;2000;20000710
PLF;2001;20010715
PLF;2002;20020831
PLF;2003;20030730
PLF;2004;20040602
PLF;2005;20050821
PLF;2006;20060917
PLF;2007;20070808
PLF;2008;20080730
PLF;2009;20090526
PLF;2010;20100814
PLF;2011;20110514
PLF;2012;20120830
PLF;2013;20130419
PLF;2014;20140728
PLF;2015;20150501
PLF;2016;20160624
PLF;2017;20170603
PLF;2018;20180611
PLF;2019;20190901
PLF;2020;20200628
