 

stn;time;rti150yx
BZN;1882;18821227
BZN;1883;18830713
BZN;1884;18840718
BZN;1885;18850616
BZN;1886;18860726
BZN;1887;18871209
BZN;1888;18881002
BZN;1889;18890727
BZN;1890;18900831
BZN;1891;18911230
BZN;1892;18920923
BZN;1893;18931102
BZN;1894;18940525
BZN;1895;18951230
BZN;1896;18960611
BZN;1897;18970906
BZN;1898;18980218
BZN;1899;18990113
BZN;1900;19001205
BZN;1901;19011009
BZN;1902;19020517
BZN;1903;19030102
BZN;1904;19040527
BZN;1905;19050106
BZN;1906;19060724
BZN;1907;19070310
BZN;1908;19081122
BZN;1909;19090413
BZN;1910;19100119
BZN;1911;19110225
BZN;1912;19120106
BZN;1913;19130806
BZN;1914;19140310
BZN;1915;19150627
BZN;1916;19160218
BZN;1917;19171009
BZN;1918;19181222
BZN;1919;19191223
BZN;1920;19200615
BZN;1921;19210811
BZN;1922;19220203
BZN;1923;19231013
BZN;1924;19241031
BZN;1925;19250730
BZN;1926;19260926
BZN;1927;19270802
BZN;1928;19281125
BZN;1929;19290630
BZN;1930;19300613
BZN;1931;19310529
BZN;1932;19320701
BZN;1933;19330707
BZN;1934;19340625
BZN;1935;19351027
BZN;1936;19360914
BZN;1937;19370318
BZN;1938;19380704
BZN;1939;19390904
BZN;1940;19401007
BZN;1941;19410119
BZN;1942;19420514
BZN;1943;19431113
BZN;1944;19440829
BZN;1945;19450810
BZN;1946;19460727
BZN;1947;19471115
BZN;1948;19480101
BZN;1949;19490405
BZN;1950;19501116
BZN;1951;19511022
BZN;1952;19521110
BZN;1953;19530625
BZN;1954;19540821
BZN;1955;19550111
BZN;1956;19560810
BZN;1957;19570224
BZN;1958;19580221
BZN;1959;19590728
BZN;1960;19600811
BZN;1961;19610714
BZN;1962;19621215
BZN;1963;19630607
BZN;1964;19640504
BZN;1965;19651212
BZN;1966;19660208
BZN;1967;19670126
BZN;1968;19680921
BZN;1969;19690826
BZN;1970;19700221
BZN;1971;19710626
BZN;1972;19721116
BZN;1973;19731115
BZN;1974;19740623
BZN;1975;19750615
BZN;1976;19760726
BZN;1977;19770428
BZN;1978;19780807
BZN;1979;19790311
BZN;1980;19801007
BZN;1981;19811130
BZN;1982;19821006
BZN;1983;19831126
BZN;1984;19840401
BZN;1985;19850507
BZN;1986;19860718
BZN;1987;19870925
BZN;1988;19880312
BZN;1989;19890401
BZN;1990;19900214
BZN;1991;19911221
BZN;1992;19920403
BZN;1993;19930705
BZN;1994;19940518
BZN;1995;19951224
BZN;1996;19960621
BZN;1997;19971221
BZN;1998;19981103
BZN;1999;19990219
BZN;2000;20000920
BZN;2001;20010715
BZN;2002;20020220
BZN;2003;20031007
BZN;2004;20040113
BZN;2005;20050718
BZN;2006;20060409
BZN;2007;20070808
BZN;2008;20080913
BZN;2009;20090714
BZN;2010;20100617
BZN;2011;20110713
BZN;2012;20120701
BZN;2013;20130729
