 

stn;time;hns000mx
SCU;197109;0
SCU;197110;0
SCU;197111;23
SCU;197112;6
SCU;197201;10
SCU;197202;4
SCU;197203;5
SCU;197204;20
SCU;197205;2
SCU;197206;0
SCU;197207;0
SCU;197208;0
SCU;197209;0
SCU;197210;26
SCU;197211;16
SCU;197212;10
SCU;197301;5
SCU;197302;9
SCU;197303;6
SCU;197304;25
SCU;197305;9
SCU;197306;0
SCU;197307;0
SCU;197308;0
SCU;197309;2
SCU;197310;9
SCU;197311;13
SCU;197312;28
SCU;197401;12
SCU;197402;12
SCU;197403;22
SCU;197404;7
SCU;197405;0
SCU;197406;0
SCU;197407;0
SCU;197408;0
SCU;197409;2
SCU;197410;4
SCU;197411;27
SCU;197412;17
SCU;197501;29
SCU;197502;1
SCU;197503;22
SCU;197504;33
SCU;197505;5
SCU;197506;4
SCU;197507;0
SCU;197508;0
SCU;197509;0
SCU;197510;0
SCU;197511;34
SCU;197512;5
SCU;197601;9
SCU;197602;5
SCU;197603;4
SCU;197604;2
SCU;197605;0
SCU;197606;0
SCU;197607;0
SCU;197608;0
SCU;197609;0
SCU;197610;1
SCU;197611;7
SCU;197612;12
SCU;197701;23
SCU;197702;19
SCU;197703;9
SCU;197704;9
SCU;197705;0
SCU;197706;0
SCU;197707;0
SCU;197708;0
SCU;197709;0
SCU;197710;0
SCU;197711;19
SCU;197712;11
SCU;197801;16
SCU;197802;25
SCU;197803;34
SCU;197804;17
SCU;197805;2
SCU;197806;2
SCU;197807;0
SCU;197808;0
SCU;197809;0
SCU;197810;9
SCU;197811;6
SCU;197812;8
SCU;197901;18
SCU;197902;20
SCU;197903;13
SCU;197904;8
SCU;197905;11
SCU;197906;3
SCU;197907;0
SCU;197908;0
SCU;197909;2
SCU;197910;0
SCU;197911;33
SCU;197912;22
SCU;198001;13
SCU;198002;21
SCU;198003;5
SCU;198004;5
SCU;198005;0
SCU;198006;0
SCU;198007;0
SCU;198008;0
SCU;198009;0
SCU;198010;12
SCU;198011;9
SCU;198012;12
SCU;198101;20
SCU;198102;7
SCU;198103;13
SCU;198104;7
SCU;198105;2
SCU;198106;0
SCU;198107;0
SCU;198108;0
SCU;198109;0
SCU;198110;22
SCU;198111;26
SCU;198112;19
SCU;198201;40
SCU;198202;6
SCU;198203;5
SCU;198204;0
SCU;198205;2
SCU;198206;0
SCU;198207;0
SCU;198208;0
SCU;198209;0
SCU;198210;2
SCU;198211;11
SCU;198212;26
SCU;198301;60
SCU;198302;12
SCU;198303;3
SCU;198304;14
SCU;198305;16
SCU;198306;0
SCU;198307;0
SCU;198308;0
SCU;198309;0
SCU;198310;0
SCU;198311;26
SCU;198312;15
SCU;198401;7
SCU;198402;33
SCU;198403;14
SCU;198404;3
SCU;198405;0
SCU;198406;0
SCU;198407;0
SCU;198408;0
SCU;198409;5
SCU;198410;0
SCU;198411;9
SCU;198412;14
SCU;198501;4
SCU;198502;4
SCU;198503;5
SCU;198504;4
SCU;198505;0
SCU;198506;0
SCU;198507;0
SCU;198508;0
SCU;198509;0
SCU;198510;0
SCU;198511;13
SCU;198512;16
SCU;198601;30
SCU;198602;8
SCU;198603;7
SCU;198604;6
SCU;198605;0
SCU;198606;0
SCU;198607;0
SCU;198608;0
SCU;198609;0
SCU;198610;0
SCU;198611;2
SCU;198612;30
SCU;198701;9
SCU;198702;6
SCU;198703;10
SCU;198704;0
SCU;198705;20
SCU;198706;2
SCU;198707;0
SCU;198708;0
SCU;198709;0
SCU;198710;0
SCU;198711;14
SCU;198712;1
SCU;198801;10
SCU;198802;30
SCU;198803;20
SCU;198804;0
SCU;198805;0
SCU;198806;0
SCU;198807;0
SCU;198808;0
SCU;198809;0
SCU;198810;0
SCU;198811;1
SCU;198812;17
SCU;198901;2
SCU;198902;13
SCU;198903;5
SCU;198904;13
SCU;198905;0
SCU;198906;0
SCU;198907;0
SCU;198908;0
SCU;198909;0
SCU;198910;0
SCU;198911;6
SCU;198912;3
SCU;199001;10
SCU;199002;68
SCU;199003;3
SCU;199004;10
SCU;199005;0
SCU;199006;0
SCU;199007;0
SCU;199008;0
SCU;199009;0
SCU;199010;1
SCU;199011;11
SCU;199012;10
SCU;199101;10
SCU;199102;15
SCU;199103;2
SCU;199104;2
SCU;199105;3
SCU;199106;0
SCU;199107;0
SCU;199108;0
SCU;199109;0
SCU;199110;0
SCU;199111;7
SCU;199112;28
SCU;199201;4
SCU;199202;42
SCU;199203;16
SCU;199204;4
SCU;199205;0
SCU;199206;0
SCU;199207;0
SCU;199208;0
SCU;199209;0
SCU;199210;3
SCU;199211;15
SCU;199212;25
SCU;199301;20
SCU;199302;16
SCU;199303;4
SCU;199304;3
SCU;199305;0
SCU;199306;0
SCU;199307;0
SCU;199308;0
SCU;199309;0
SCU;199310;0
SCU;199311;3
SCU;199312;20
SCU;199401;29
SCU;199402;10
SCU;199403;7
SCU;199404;4
SCU;199405;0
SCU;199406;0
SCU;199407;0
SCU;199408;0
SCU;199409;0
SCU;199410;0
SCU;199411;0
SCU;199412;16
SCU;199501;77
SCU;199502;11
SCU;199503;20
SCU;199504;5
SCU;199505;0
SCU;199506;0
SCU;199507;0
SCU;199508;0
SCU;199509;0
SCU;199510;0
SCU;199511;13
SCU;199512;11
SCU;199601;2
SCU;199602;13
SCU;199603;5
SCU;199604;4
SCU;199605;0
SCU;199606;0
SCU;199607;0
SCU;199608;0
SCU;199609;0
SCU;199610;0
SCU;199611;35
SCU;199612;6
SCU;199701;4
SCU;199702;18
SCU;199703;9
SCU;199704;0
SCU;199705;6
SCU;199706;0
SCU;199707;0
SCU;199708;0
SCU;199709;0
SCU;199710;0
SCU;199711;5
SCU;199712;20
SCU;199801;15
SCU;199802;4
SCU;199803;6
SCU;199804;4
SCU;199805;0
SCU;199806;0
SCU;199807;0
SCU;199808;0
SCU;199809;0
SCU;199810;0
SCU;199811;8
SCU;199812;7
SCU;199901;40
SCU;199902;34
SCU;199903;14
SCU;199904;23
SCU;199905;0
SCU;199906;0
SCU;199907;0
SCU;199908;0
SCU;199909;0
SCU;199910;0
SCU;199911;7
SCU;199912;30
SCU;200001;4
SCU;200002;26
SCU;200003;18
SCU;200004;2
SCU;200005;0
SCU;200006;0
SCU;200007;0
SCU;200008;0
SCU;200009;0
SCU;200010;7
SCU;200011;20
SCU;200012;6
SCU;200101;25
SCU;200102;25
SCU;200103;10
SCU;200104;6
SCU;200105;0
SCU;200106;5
SCU;200107;0
SCU;200108;0
SCU;200109;0
SCU;200110;0
SCU;200111;13
SCU;200112;1
SCU;200201;0
SCU;200202;16
SCU;200203;20
SCU;200204;2
SCU;200205;0
SCU;200206;0
SCU;200207;0
SCU;200208;0
SCU;200209;0
SCU;200210;0
SCU;200211;4
SCU;200212;27
SCU;200301;9
SCU;200302;7
SCU;200303;1
SCU;200304;0
SCU;200305;0
SCU;200306;0
SCU;200307;0
