 

stn;time;tnd00xy0
SAE;1901;193
SAE;1902;201
SAE;1903;199
SAE;1904;194
SAE;1905;211
SAE;1906;203
SAE;1907;188
SAE;1908;185
SAE;1909;203
SAE;1910;215
SAE;1911;191
SAE;1912;222
SAE;1913;197
SAE;1914;195
SAE;1915;207
SAE;1916;192
SAE;1917;198
SAE;1918;174
SAE;1919;221
SAE;1920;145
SAE;1921;178
SAE;1922;200
SAE;1923;197
SAE;1924;173
SAE;1925;190
SAE;1926;172
SAE;1927;167
SAE;1928;204
SAE;1929;188
SAE;1930;185
SAE;1931;198
SAE;1932;188
SAE;1933;204
SAE;1934;166
SAE;1935;187
SAE;1936;201
SAE;1937;194
SAE;1938;173
SAE;1939;180
SAE;1940;176
SAE;1941;207
SAE;1942;162
SAE;1943;160
SAE;1944;195
SAE;1945;172
SAE;1946;161
SAE;1947;151
SAE;1948;148
SAE;1949;156
SAE;1950;169
SAE;1951;157
SAE;1952;197
SAE;1953;141
SAE;1954;183
SAE;1955;200
SAE;1956;197
SAE;1957;164
SAE;1958;168
SAE;1959;128
SAE;1960;181
SAE;1961;161
SAE;1962;197
SAE;1963;157
SAE;1964;165
SAE;1965;188
SAE;1966;176
SAE;1967;154
SAE;1968;154
SAE;1969;183
SAE;1970;177
SAE;1971;154
SAE;1972;189
SAE;1973;181
SAE;1974;204
SAE;1975;163
SAE;1976;168
SAE;1977;149
SAE;1978;177
SAE;1979;174
SAE;1980;180
SAE;1981;157
SAE;1982;158
SAE;1983;142
SAE;1984;171
SAE;1985;169
SAE;1986;158
SAE;1987;151
SAE;1988;147
SAE;1989;109
SAE;1990;133
SAE;1991;158
SAE;1992;141
SAE;1993;139
SAE;1994;139
SAE;1995;152
SAE;1996;140
SAE;1997;135
SAE;1998;162
SAE;1999;141
SAE;2000;161
SAE;2001;159
SAE;2002;143
SAE;2003;144
SAE;2004;157
SAE;2005;155
SAE;2006;147
SAE;2007;139
SAE;2008;169
SAE;2009;152
SAE;2010;177
SAE;2011;118
SAE;2012;145
SAE;2013;156
SAE;2014;118
SAE;2015;123
SAE;2016;151
SAE;2017;161
SAE;2018;127
SAE;2019;141
SAE;2020;109
