 

stn;time;hto000y0
NEU;1931;2
NEU;1932;0
NEU;1933;0
NEU;1934;0
NEU;1935;1
NEU;1936;0
NEU;1937;0
NEU;1938;1
NEU;1939;0
NEU;1940;0
NEU;1941;0
NEU;1942;2
NEU;1943;0
NEU;1944;0
NEU;1945;1
NEU;1946;0
NEU;1947;0
NEU;1948;0
NEU;1949;0
NEU;1950;1
NEU;1951;0
NEU;1952;1
NEU;1953;1
NEU;1954;0
NEU;1955;0
NEU;1956;0
NEU;1957;0
NEU;1958;0
NEU;1959;0
NEU;1960;0
NEU;1961;0
NEU;1962;0
NEU;1963;2
NEU;1964;0
NEU;1965;1
NEU;1966;0
NEU;1967;0
NEU;1968;0
NEU;1969;0
NEU;1970;0
NEU;1971;0
NEU;1972;0
NEU;1973;0
NEU;1974;0
NEU;1975;0
NEU;1976;0
NEU;1977;0
NEU;1978;0
NEU;1979;0
NEU;1980;0
NEU;1981;0
NEU;1982;0
NEU;1983;0
NEU;1984;0
NEU;1985;1
NEU;1986;1
NEU;1987;0
NEU;1988;0
NEU;1989;0
NEU;1990;0
NEU;1991;0
NEU;1992;0
NEU;1993;0
NEU;1994;0
NEU;1995;0
NEU;1996;0
NEU;1997;0
NEU;1998;0
NEU;1999;0
NEU;2000;0
NEU;2001;0
NEU;2002;0
NEU;2003;0
NEU;2004;0
NEU;2005;1
NEU;2006;0
NEU;2007;0
NEU;2008;0
NEU;2009;1
NEU;2010;1
NEU;2011;0
NEU;2012;0
NEU;2013;0
NEU;2014;0
NEU;2015;0
NEU;2016;0
NEU;2017;0
NEU;2018;0
NEU;2019;0
NEU;2020;0
