 

stn;time;rzz150mx
AGFRI;201411;1.0
AGFRI;201412;1.3
AGFRI;201501;1.6
AGFRI;201502;0.8
AGFRI;201503;1.6
AGFRI;201504;1.1
AGFRI;201505;2.4
AGFRI;201506;4.0
AGFRI;201507;1.1
AGFRI;201508;2.3
AGFRI;201509;1.5
AGFRI;201510;1.7
AGFRI;201511;3.1
AGFRI;201512;0.7
AGFRI;201601;1.8
AGFRI;201602;1.8
AGFRI;201603;1.4
AGFRI;201604;5.1
AGFRI;201605;3.8
AGFRI;201606;10.8
AGFRI;201607;4.2
AGFRI;201608;1.2
AGFRI;201609;2.3
AGFRI;201610;1.5
AGFRI;201611;1.3
AGFRI;201612;0.2
AGFRI;201701;0.9
AGFRI;201702;2.1
AGFRI;201703;1.4
AGFRI;201704;1.2
AGFRI;201705;2.0
AGFRI;201706;7.7
AGFRI;201707;6.4
AGFRI;201708;6.4
AGFRI;201709;2.6
AGFRI;201710;3.6
AGFRI;201711;2.5
AGFRI;201712;1.4
AGFRI;201801;2.3
AGFRI;201802;0.8
AGFRI;201803;0.8
AGFRI;201804;1.4
AGFRI;201805;16.7
AGFRI;201806;12.3
AGFRI;201807;5.0
AGFRI;201808;5.1
AGFRI;201809;2.3
AGFRI;201810;1.1
AGFRI;201811;0.7
AGFRI;201812;1.9
AGFRI;201901;1.0
AGFRI;201902;2.3
AGFRI;201903;2.3
AGFRI;201904;1.4
AGFRI;201905;3.5
AGFRI;201906;6.2
AGFRI;201907;4.4
AGFRI;201908;2.7
AGFRI;201909;1.6
AGFRI;201910;2.5
AGFRI;201911;2.1
AGFRI;201912;1.6
AGFRI;202001;1.5
AGFRI;202002;2.8
AGFRI;202003;1.3
AGFRI;202004;1.2
AGFRI;202005;2.0
AGFRI;202006;6.6
AGFRI;202007;4.3
AGFRI;202008;4.3
AGFRI;202009;4.3
AGFRI;202010;2.2
AGFRI;202011;1.2
AGFRI;202012;1.1
AGFRI;202101;2.7
AGFRI;202102;1.4
AGFRI;202103;2.0
