 

stn;time;hns000mx
CBS;201111;0
CBS;201112;6
CBS;201201;4
CBS;201202;3
CBS;201203;0
CBS;201204;0
CBS;201205;0
CBS;201206;0
CBS;201207;0
CBS;201208;0
CBS;201209;0
CBS;201210;2
CBS;201211;0
CBS;201212;10
CBS;201301;8
CBS;201302;10
CBS;201303;2
CBS;201304;0
CBS;201305;0
CBS;201306;0
CBS;201307;0
CBS;201308;0
CBS;201309;0
CBS;201310;0
CBS;201311;10
CBS;201312;0
CBS;201401;4
CBS;201402;0
CBS;201403;0
CBS;201404;0
CBS;201405;0
CBS;201406;0
CBS;201407;0
CBS;201408;0
CBS;201409;0
CBS;201410;0
CBS;201411;0
CBS;201412;8
CBS;201501;12
CBS;201502;10
CBS;201503;0
CBS;201504;0
CBS;201505;0
CBS;201506;0
CBS;201507;0
CBS;201508;0
CBS;201509;0
CBS;201510;0
CBS;201511;3
CBS;201512;0
CBS;201601;4
CBS;201602;12
CBS;201603;4
CBS;201604;0
CBS;201605;0
CBS;201606;0
CBS;201607;0
CBS;201608;0
CBS;201609;0
CBS;201610;0
CBS;201611;0
CBS;201612;0
CBS;201701;6
CBS;201702;4
CBS;201703;2
CBS;201704;0
CBS;201705;0
CBS;201706;0
CBS;201707;0
CBS;201708;0
CBS;201709;0
CBS;201710;0
CBS;201711;2
CBS;201712;5
CBS;201801;0
CBS;201802;13
CBS;201803;6
CBS;201804;0
CBS;201805;0
CBS;201806;0
CBS;201807;0
CBS;201808;0
CBS;201809;0
CBS;201810;0
CBS;201811;4
CBS;201812;2
CBS;201901;6
CBS;201902;5
CBS;201903;1
CBS;201904;22
CBS;201905;0
CBS;201906;0
CBS;201907;0
CBS;201908;0
CBS;201909;0
CBS;201910;0
CBS;201911;0
CBS;201912;1
CBS;202001;0
CBS;202002;1
CBS;202003;0
CBS;202004;0
CBS;202005;0
CBS;202006;0
CBS;202007;0
CBS;202008;0
CBS;202009;0
CBS;202010;0
CBS;202011;1
CBS;202012;6
CBS;202101;12
CBS;202102;7
CBS;202103;0
