 

stn;time;rhh150mx
DLHOH;200401;5.7
DLHOH;200402;1.8
DLHOH;200403;2.4
DLHOH;200404;3.7
DLHOH;200405;9.2
DLHOH;200406;9.7
DLHOH;200407;16.0
DLHOH;200408;23.8
DLHOH;200409;7.5
DLHOH;200410;11.1
DLHOH;200411;3.0
DLHOH;200412;4.2
DLHOH;200501;3.1
DLHOH;200502;4.4
DLHOH;200503;4.2
DLHOH;200504;4.2
DLHOH;200505;9.6
DLHOH;200506;6.5
DLHOH;200507;21.7
DLHOH;200508;16.4
DLHOH;200509;5.5
DLHOH;200510;2.6
DLHOH;200511;2.7
DLHOH;200512;3.9
DLHOH;200601;2.6
DLHOH;200602;2.7
DLHOH;200603;3.9
DLHOH;200604;9.3
DLHOH;200605;10.5
DLHOH;200606;47.2
DLHOH;200607;3.0
DLHOH;200608;11.6
DLHOH;200609;7.3
DLHOH;200610;16.9
DLHOH;200611;4.5
DLHOH;200612;2.6
DLHOH;200701;4.7
DLHOH;200702;1.9
DLHOH;200703;3.8
DLHOH;200704;3.0
DLHOH;200705;18.4
DLHOH;200706;8.9
DLHOH;200707;16.7
DLHOH;200708;29.1
DLHOH;200709;6.5
DLHOH;200710;3.8
