 

stn;time;rti150yx
GHS;1901;19010405
GHS;1902;19020910
GHS;1903;19030705
GHS;1904;19040605
GHS;1905;19050805
GHS;1906;19060520
GHS;1907;19070612
GHS;1908;19080720
GHS;1909;19091002
GHS;1910;19100610
GHS;1911;19110830
GHS;1912;19120613
GHS;1913;19131112
GHS;1914;19140827
GHS;1915;19150904
GHS;1916;19160625
GHS;1917;19170819
GHS;1918;19180910
GHS;1919;19190408
GHS;1920;19200630
GHS;1921;19210911
GHS;1922;19220801
GHS;1923;19230731
GHS;1924;19240914
GHS;1925;19250709
GHS;1926;19260707
GHS;1927;19270811
GHS;1928;19280930
GHS;1929;19290818
GHS;1930;19301009
GHS;1931;19310520
GHS;1932;19320701
GHS;1933;19330921
GHS;1934;19340628
GHS;1935;19350529
GHS;1936;19360811
GHS;1937;19370829
GHS;1938;19380930
GHS;1939;19390607
GHS;1940;19400925
GHS;1941;19410714
GHS;1942;19420710
GHS;1943;19430706
GHS;1944;19440831
GHS;1945;19450626
GHS;1946;19460613
GHS;1947;19470716
GHS;1948;19480706
GHS;1949;19490309
GHS;1950;19500810
GHS;1951;19510715
GHS;1952;19520511
GHS;1953;19530527
GHS;1954;19540821
GHS;1955;19550830
GHS;1956;19560710
GHS;1957;19570708
GHS;1958;19580610
GHS;1959;19590607
GHS;1960;19600818
GHS;1961;19610719
GHS;1962;19620101
GHS;1963;19630725
GHS;1964;19640829
GHS;1965;19650707
GHS;1966;19660518
GHS;1967;19670530
GHS;1968;19680802
GHS;1969;19690618
GHS;1970;19700816
GHS;1971;19710803
GHS;1972;19721122
GHS;1973;19730623
GHS;1974;19740605
GHS;1975;19751017
GHS;1976;19760719
GHS;1977;19770704
GHS;1978;19780807
GHS;1979;19790610
GHS;1980;19800815
GHS;1981;19810525
GHS;1982;19820724
GHS;1983;19830901
GHS;1984;19840731
GHS;1985;19850508
GHS;1986;19860507
GHS;1987;19870926
GHS;1988;19880614
GHS;1989;19890808
GHS;1990;19900729
GHS;1991;19910911
GHS;1992;19921028
GHS;1993;19930710
GHS;1994;19940518
GHS;1995;19950513
GHS;1996;19960707
GHS;1997;19970912
GHS;1998;19981110
GHS;1999;19990809
GHS;2000;20000920
GHS;2001;20010627
GHS;2002;20020811
GHS;2003;20030830
GHS;2004;20040602
GHS;2005;20050821
GHS;2006;20060917
GHS;2007;20070808
GHS;2008;20081029
GHS;2009;20090919
GHS;2010;20100606
GHS;2011;20110514
GHS;2012;20120831
GHS;2013;20130729
GHS;2014;20140728
GHS;2015;20150501
GHS;2016;20160512
