 

stn;time;tnd00xy0
IYBRI;1971;7
IYBRI;1972;7
IYBRI;1973;2
IYBRI;1974;0
IYBRI;1975;1
IYBRI;1976;8
IYBRI;1977;7
IYBRI;1978;8
IYBRI;1979;19
IYBRI;1980;22
IYBRI;1981;18
IYBRI;1982;1
IYBRI;1983;3
IYBRI;1984;8
IYBRI;1985;16
IYBRI;1986;16
IYBRI;1987;8
IYBRI;1988;2
IYBRI;1989;8
IYBRI;1990;4
IYBRI;1991;2
IYBRI;1992;0
IYBRI;1993;1
IYBRI;1994;0
IYBRI;1995;1
IYBRI;1996;8
IYBRI;1997;0
IYBRI;1998;1
IYBRI;1999;8
IYBRI;2000;4
IYBRI;2001;5
IYBRI;2002;3
IYBRI;2003;0
IYBRI;2004;1
IYBRI;2005;10
IYBRI;2006;3
IYBRI;2007;0
IYBRI;2008;1
IYBRI;2009;6
IYBRI;2010;7
IYBRI;2011;5
IYBRI;2012;16
IYBRI;2013;0
IYBRI;2014;2
IYBRI;2015;0
IYBRI;2016;2
IYBRI;2017;6
IYBRI;2018;2
