 

stn;time;fklnd3m0
IYSAU;200810;0
IYSAU;200811;0
IYSAU;200812;0
IYSAU;200901;0
IYSAU;200902;0
IYSAU;200903;0
IYSAU;200904;0
IYSAU;200905;0
IYSAU;200906;0
IYSAU;200907;1
IYSAU;200908;0
IYSAU;200909;0
IYSAU;200910;0
IYSAU;200911;0
IYSAU;200912;0
IYSAU;201001;0
IYSAU;201002;0
IYSAU;201003;0
IYSAU;201004;0
IYSAU;201005;0
IYSAU;201006;0
IYSAU;201007;0
IYSAU;201008;0
IYSAU;201009;0
IYSAU;201010;0
IYSAU;201011;0
IYSAU;201012;0
IYSAU;201101;0
IYSAU;201102;0
IYSAU;201103;0
IYSAU;201104;0
IYSAU;201105;0
IYSAU;201106;0
IYSAU;201107;0
IYSAU;201108;0
IYSAU;201109;0
IYSAU;201110;0
IYSAU;201111;0
IYSAU;201112;0
IYSAU;201201;0
IYSAU;201202;0
IYSAU;201203;0
IYSAU;201204;0
IYSAU;201205;0
IYSAU;201206;0
IYSAU;201207;0
IYSAU;201208;0
IYSAU;201209;0
IYSAU;201210;0
IYSAU;201211;0
IYSAU;201212;0
IYSAU;201301;0
IYSAU;201302;0
IYSAU;201303;0
IYSAU;201304;0
IYSAU;201305;0
IYSAU;201306;0
IYSAU;201307;1
IYSAU;201308;0
IYSAU;201309;0
IYSAU;201310;0
IYSAU;201311;0
IYSAU;201312;0
