 

stn;time;rzz150mx
TIFUS;201702;1.0
TIFUS;201703;1.2
TIFUS;201704;1.2
TIFUS;201705;3.4
TIFUS;201706;4.6
TIFUS;201707;5.2
TIFUS;201708;10.0
TIFUS;201709;2.8
TIFUS;201710;1.4
TIFUS;201711;2.6
TIFUS;201712;0.8
TIFUS;201801;1.8
TIFUS;201802;0.6
TIFUS;201803;1.6
TIFUS;201804;4.8
TIFUS;201805;3.8
TIFUS;201806;5.0
TIFUS;201807;6.2
TIFUS;201808;7.2
TIFUS;201809;2.0
TIFUS;201810;4.2
TIFUS;201811;1.4
TIFUS;201812;1.4
TIFUS;201901;0.8
TIFUS;201902;0.8
TIFUS;201903;1.6
TIFUS;201904;2.4
TIFUS;201905;2.8
TIFUS;201906;6.0
TIFUS;201907;5.6
TIFUS;201908;11.4
TIFUS;201909;2.2
TIFUS;201910;2.4
TIFUS;201911;2.0
TIFUS;201912;1.4
