 

stn;time;hns000mx
TST;201207;0
TST;201208;0
TST;201209;0
TST;201210;11
TST;201211;17
TST;201212;16
TST;201301;11
TST;201302;16
TST;201303;13
TST;201304;30
TST;201305;3
TST;201306;0
TST;201307;0
TST;201308;0
TST;201309;0
TST;201310;35
TST;201311;15
TST;201312;24
TST;201401;16
TST;201402;29
TST;201403;14
TST;201404;8
TST;201405;4
TST;201406;0
TST;201407;0
TST;201408;0
TST;201409;0
TST;201410;12
TST;201411;42
TST;201412;12
TST;201501;18
TST;201502;10
TST;201503;-
TST;201504;21
TST;201505;3
TST;201506;0
TST;201507;0
TST;201508;0
TST;201509;0
TST;201510;11
TST;201511;4
TST;201512;2
TST;201601;11
TST;201602;15
TST;201603;38
TST;201604;13
TST;201605;0
TST;201606;0
TST;201607;0
TST;201608;0
TST;201609;0
TST;201610;0
TST;201611;13
TST;201612;4
TST;201701;22
TST;201702;15
TST;201703;9
TST;201704;22
TST;201705;9
TST;201706;0
TST;201707;0
TST;201708;0
TST;201709;0
TST;201710;0
TST;201711;15
TST;201712;27
TST;201801;42
TST;201802;20
TST;201803;15
TST;201804;0
TST;201805;0
TST;201806;0
TST;201807;0
TST;201808;0
TST;201809;0
TST;201810;55
TST;201811;3
TST;201812;30
TST;201901;43
TST;201902;20
TST;201903;20
TST;201904;31
TST;201905;7
TST;201906;0
TST;201907;0
TST;201908;0
TST;201909;0
TST;201910;0
TST;201911;23
TST;201912;21
TST;202001;25
TST;202002;40
TST;202003;20
TST;202004;0
TST;202005;0
TST;202006;0
TST;202007;0
TST;202008;0
TST;202009;12
TST;202010;35
TST;202011;7
TST;202012;38
TST;202101;66
TST;202102;16
TST;202103;20
