 

stn;time;rre150y0
CNZ;1972;729.1
CNZ;1973;734.0
CNZ;1974;812.8
CNZ;1975;799.5
CNZ;1976;652.7
CNZ;1977;1200.9
CNZ;1978;984.2
CNZ;1979;1052.7
CNZ;1980;967.1
CNZ;1981;1154.4
CNZ;1982;1133.0
CNZ;1983;1097.8
CNZ;1984;1141.8
CNZ;1985;1013.1
CNZ;1986;988.4
CNZ;1987;1275.4
CNZ;1988;1154.4
CNZ;1989;731.0
CNZ;1990;1070.6
CNZ;1991;955.1
CNZ;1992;1085.4
CNZ;1993;1059.5
CNZ;1994;1073.9
CNZ;1995;1130.9
CNZ;1996;1041.2
CNZ;1997;977.8
CNZ;1998;787.4
CNZ;1999;1337.3
CNZ;2000;1108.7
CNZ;2001;1224.1
CNZ;2002;1150.6
CNZ;2003;660.4
CNZ;2004;916.9
CNZ;2005;821.3
CNZ;2006;1181.6
CNZ;2007;1096.2
CNZ;2008;1159.3
CNZ;2009;844.9
CNZ;2010;725.6
CNZ;2011;819.9
CNZ;2012;1144.8
CNZ;2013;1279.2
CNZ;2014;1175.2
CNZ;2015;821.5
CNZ;2016;1217.8
CNZ;2017;774.0
CNZ;2018;850.9
CNZ;2019;935.9
CNZ;2020;962.2
