 

stn;time;tnd00xy0
STG;1959;25
STG;1960;22
STG;1961;22
STG;1962;38
STG;1963;63
STG;1964;48
STG;1965;37
STG;1966;20
STG;1967;24
STG;1968;38
STG;1969;42
STG;1970;40
STG;1971;30
STG;1972;33
STG;1973;32
STG;1974;6
STG;1975;17
STG;1976;38
STG;1977;22
STG;1978;37
STG;1979;22
STG;1980;29
STG;1981;33
STG;1982;22
STG;1983;37
STG;1984;35
STG;1985;53
STG;1986;45
STG;1987;49
STG;1988;14
STG;1989;26
STG;1990;18
STG;1991;49
STG;1992;31
STG;1993;42
STG;1994;21
STG;1995;33
STG;1996;54
STG;1997;24
STG;1998;36
STG;1999;30
STG;2000;15
STG;2001;35
STG;2002;19
STG;2003;39
STG;2004;36
STG;2005;51
STG;2006;49
STG;2007;21
STG;2008;20
STG;2009;34
STG;2010;53
STG;2011;21
STG;2012;32
STG;2013;37
STG;2014;6
STG;2015;21
STG;2016;11
STG;2017;32
STG;2018;35
STG;2019;16
STG;2020;13
