 

stn;time;rre150yx
RAP;1961;50.0
RAP;1962;34.5
RAP;1963;48.0
RAP;1964;48.0
RAP;1965;55.0
RAP;1966;49.0
RAP;1967;40.0
RAP;1968;60.5
RAP;1969;34.8
RAP;1970;56.3
RAP;1971;61.8
RAP;1972;60.1
RAP;1973;91.1
RAP;1974;81.8
RAP;1975;70.7
RAP;1976;71.0
RAP;1977;82.8
RAP;1978;116.2
RAP;1979;79.4
RAP;1980;42.9
RAP;1981;67.2
RAP;1982;46.1
RAP;1983;59.7
RAP;1984;64.8
RAP;1985;51.4
RAP;1986;48.6
RAP;1987;59.9
RAP;1988;80.3
RAP;1989;81.0
RAP;1990;51.1
RAP;1991;59.8
RAP;1992;49.0
RAP;1993;77.4
RAP;1994;47.1
RAP;1995;62.5
RAP;1996;46.6
RAP;1997;53.9
