 

stn;time;tre200d0
PMA;19980925;1.4
PMA;19980926;2.0
PMA;19980927;-
PMA;19980928;-
PMA;19980929;0.6
PMA;19980930;1.1
PMA;19981001;-1.4
PMA;19981002;-2.2
PMA;19981003;-2.6
PMA;19981004;-2.8
PMA;19981005;-1.0
PMA;19981006;0.1
PMA;19981007;-2.3
PMA;19981008;-2.6
PMA;19981009;-2.5
PMA;19981010;-2.5
PMA;19981011;0.1
PMA;19981012;-3.2
PMA;19981013;-5.7
PMA;19981014;1.1
PMA;19981015;3.2
PMA;19981016;2.8
PMA;19981017;-0.6
PMA;19981018;-
PMA;19981019;-
PMA;19981020;-
PMA;19981021;-
PMA;19981022;-
PMA;19981023;-
PMA;19981024;-
PMA;19981025;-
PMA;19981026;-
PMA;19981027;-
PMA;19981028;-
PMA;19981029;-
PMA;19981030;-
PMA;19981031;-
PMA;19981101;-
PMA;19981102;-
PMA;19981103;-
PMA;19981104;-
PMA;19981105;-
PMA;19981106;-
PMA;19981107;-
PMA;19981108;-
PMA;19981109;-
PMA;19981110;-
PMA;19981111;-
PMA;19981112;-
PMA;19981113;-
PMA;19981114;-
PMA;19981115;-
PMA;19981116;-
PMA;19981117;-
PMA;19981118;-12.5
PMA;19981119;-15.3
PMA;19981120;-
PMA;19981121;-
PMA;19981122;-13.9
PMA;19981123;-10.0
PMA;19981124;-4.9
PMA;19981125;-5.7
PMA;19981126;-10.9
PMA;19981127;-10.9
PMA;19981128;-9.4
PMA;19981129;-7.7
PMA;19981130;-10.4
PMA;19981201;-7.8
PMA;19981202;-9.8
PMA;19981203;-8.7
PMA;19981204;-11.8
PMA;19981205;-
PMA;19981206;-
PMA;19981207;-
PMA;19981208;-16.2
PMA;19981209;-8.1
PMA;19981210;-7.6
PMA;19981211;-7.7
PMA;19981212;-5.4
PMA;19981213;-4.1
PMA;19981214;-4.8
PMA;19981215;1.0
PMA;19981216;-3.0
PMA;19981217;-1.0
PMA;19981218;1.1
PMA;19981219;-5.6
PMA;19981220;-10.0
PMA;19981221;-16.0
PMA;19981222;-15.1
PMA;19981223;-7.2
PMA;19981224;-9.2
PMA;19981225;-9.4
PMA;19981226;-4.6
PMA;19981227;-0.7
PMA;19981228;-1.1
PMA;19981229;-3.9
PMA;19981230;-5.7
PMA;19981231;-8.2
