 

stn;time;tre200dx
SLFBD3;19971002;13.3
SLFBD3;19971003;-
SLFBD3;19971004;-
SLFBD3;19971005;-
SLFBD3;19971006;-
SLFBD3;19971007;-
SLFBD3;19971008;-
SLFBD3;19971009;-
SLFBD3;19971010;-
SLFBD3;19971011;-
SLFBD3;19971012;-
SLFBD3;19971013;-
SLFBD3;19971014;-
SLFBD3;19971015;-1.0
SLFBD3;19971016;6.5
SLFBD3;19971017;7.1
SLFBD3;19971018;8.9
SLFBD3;19971019;10.4
SLFBD3;19971020;11.4
SLFBD3;19971021;7.3
SLFBD3;19971022;6.9
SLFBD3;19971023;6.4
SLFBD3;19971024;6.3
SLFBD3;19971025;6.5
SLFBD3;19971026;6.9
SLFBD3;19971027;3.1
SLFBD3;19971028;-4.0
SLFBD3;19971029;-2.3
SLFBD3;19971030;2.1
SLFBD3;19971031;0.7
SLFBD3;19971101;3.6
SLFBD3;19971102;6.9
SLFBD3;19971103;7.4
SLFBD3;19971104;0.4
SLFBD3;19971105;-0.8
SLFBD3;19971106;2.8
SLFBD3;19971107;2.3
SLFBD3;19971108;2.6
SLFBD3;19971109;0.0
SLFBD3;19971110;-1.5
SLFBD3;19971111;-2.6
SLFBD3;19971112;-0.5
SLFBD3;19971113;-2.7
SLFBD3;19971114;-2.3
SLFBD3;19971115;2.2
SLFBD3;19971116;3.1
SLFBD3;19971117;2.2
SLFBD3;19971118;-
SLFBD3;19971119;2.9
SLFBD3;19971120;-0.5
SLFBD3;19971121;-1.8
SLFBD3;19971122;-2.9
SLFBD3;19971123;1.2
SLFBD3;19971124;-0.8
SLFBD3;19971125;-0.9
SLFBD3;19971126;0.2
SLFBD3;19971127;0.7
SLFBD3;19971128;0.6
SLFBD3;19971129;1.1
SLFBD3;19971130;-1.6
SLFBD3;19971201;-2.4
SLFBD3;19971202;-5.0
SLFBD3;19971203;-8.3
SLFBD3;19971204;-4.0
SLFBD3;19971205;-6.1
SLFBD3;19971206;-3.9
SLFBD3;19971207;3.1
SLFBD3;19971208;2.6
SLFBD3;19971209;0.1
SLFBD3;19971210;1.2
SLFBD3;19971211;2.8
SLFBD3;19971212;-0.7
SLFBD3;19971213;-5.7
SLFBD3;19971214;-6.1
SLFBD3;19971215;-9.7
SLFBD3;19971216;-9.1
SLFBD3;19971217;-7.0
SLFBD3;19971218;-3.7
SLFBD3;19971219;-2.0
SLFBD3;19971220;-0.2
SLFBD3;19971221;-2.6
SLFBD3;19971222;-1.6
SLFBD3;19971223;0.2
SLFBD3;19971224;2.3
SLFBD3;19971225;3.0
SLFBD3;19971226;-1.7
SLFBD3;19971227;-5.2
SLFBD3;19971228;-6.5
SLFBD3;19971229;-4.6
SLFBD3;19971230;-5.7
SLFBD3;19971231;-2.6
SLFBD3;19980101;-2.0
SLFBD3;19980102;-2.1
SLFBD3;19980103;-1.7
SLFBD3;19980104;-1.3
SLFBD3;19980105;-3.6
SLFBD3;19980106;-0.9
SLFBD3;19980107;0.0
SLFBD3;19980108;0.1
SLFBD3;19980109;2.5
SLFBD3;19980110;3.8
SLFBD3;19980111;0.9
SLFBD3;19980112;0.8
SLFBD3;19980113;-3.3
SLFBD3;19980114;-2.0
SLFBD3;19980115;-0.3
SLFBD3;19980116;-0.7
SLFBD3;19980117;-4.0
SLFBD3;19980118;-5.3
SLFBD3;19980119;-6.0
SLFBD3;19980120;-6.1
SLFBD3;19980121;-9.0
SLFBD3;19980122;-2.7
SLFBD3;19980123;-2.1
SLFBD3;19980124;-
SLFBD3;19980125;-7.0
SLFBD3;19980126;-2.0
SLFBD3;19980127;-4.7
SLFBD3;19980128;-3.4
SLFBD3;19980129;-3.0
SLFBD3;19980130;-2.2
SLFBD3;19980131;-3.4
SLFBD3;19980201;-4.5
SLFBD3;19980202;-3.1
SLFBD3;19980203;-3.3
SLFBD3;19980204;-2.7
SLFBD3;19980205;0.9
SLFBD3;19980206;0.4
SLFBD3;19980207;0.0
SLFBD3;19980208;-1.9
SLFBD3;19980209;5.0
SLFBD3;19980210;8.1
SLFBD3;19980211;9.9
SLFBD3;19980212;7.1
SLFBD3;19980213;-
SLFBD3;19980214;14.1
SLFBD3;19980215;8.1
SLFBD3;19980216;7.2
SLFBD3;19980217;1.9
SLFBD3;19980218;8.3
SLFBD3;19980219;-
SLFBD3;19980220;9.2
SLFBD3;19980221;4.7
SLFBD3;19980222;0.2
SLFBD3;19980223;0.0
SLFBD3;19980224;4.2
SLFBD3;19980225;5.3
SLFBD3;19980226;7.5
SLFBD3;19980227;8.3
SLFBD3;19980228;4.4
SLFBD3;19980301;-2.9
SLFBD3;19980302;1.4
SLFBD3;19980303;6.4
SLFBD3;19980304;2.2
SLFBD3;19980305;-1.1
SLFBD3;19980306;3.1
SLFBD3;19980307;7.1
SLFBD3;19980308;-0.8
SLFBD3;19980309;-5.7
SLFBD3;19980310;-6.9
SLFBD3;19980311;-3.1
SLFBD3;19980312;0.0
SLFBD3;19980313;-2.8
SLFBD3;19980314;3.1
SLFBD3;19980315;0.4
SLFBD3;19980316;0.7
SLFBD3;19980317;7.7
SLFBD3;19980318;9.8
SLFBD3;19980319;3.7
SLFBD3;19980320;0.5
SLFBD3;19980321;-0.7
SLFBD3;19980322;-0.3
SLFBD3;19980323;-4.8
SLFBD3;19980324;-2.8
SLFBD3;19980325;1.9
SLFBD3;19980326;3.8
SLFBD3;19980327;6.8
SLFBD3;19980328;10.3
SLFBD3;19980329;9.0
SLFBD3;19980330;10.6
SLFBD3;19980331;12.6
SLFBD3;19980401;5.5
SLFBD3;19980402;3.7
SLFBD3;19980403;-
SLFBD3;19980404;-
SLFBD3;19980405;4.7
SLFBD3;19980406;4.7
SLFBD3;19980407;-0.6
SLFBD3;19980408;3.2
SLFBD3;19980409;2.1
SLFBD3;19980410;-0.4
SLFBD3;19980411;0.1
SLFBD3;19980412;-1.2
SLFBD3;19980413;-2.5
SLFBD3;19980414;-0.1
SLFBD3;19980415;-1.8
SLFBD3;19980416;4.6
SLFBD3;19980417;1.0
SLFBD3;19980418;1.3
SLFBD3;19980419;2.6
SLFBD3;19980420;4.2
SLFBD3;19980421;7.1
SLFBD3;19980422;9.6
SLFBD3;19980423;11.0
SLFBD3;19980424;7.6
SLFBD3;19980425;9.1
SLFBD3;19980426;3.9
