 

stn;time;rre150yx
DLVIS;1947;47.6
DLVIS;1948;38.7
DLVIS;1949;27.3
DLVIS;1950;28.2
DLVIS;1951;42.7
DLVIS;1952;40.6
DLVIS;1953;97.0
DLVIS;1954;39.0
DLVIS;1955;52.6
DLVIS;1956;53.1
DLVIS;1957;45.0
DLVIS;1958;34.2
DLVIS;1959;29.1
DLVIS;1960;44.1
DLVIS;1961;30.1
DLVIS;1962;33.7
DLVIS;1963;31.9
DLVIS;1964;46.0
DLVIS;1965;30.9
DLVIS;1966;40.9
DLVIS;1967;40.1
DLVIS;1968;34.6
DLVIS;1969;91.1
DLVIS;1970;34.6
DLVIS;1971;32.3
DLVIS;1972;58.7
DLVIS;1973;56.6
DLVIS;1974;31.2
DLVIS;1975;40.0
DLVIS;1976;34.8
DLVIS;1977;47.6
DLVIS;1978;55.7
DLVIS;1979;67.5
DLVIS;1980;31.8
DLVIS;1981;49.4
DLVIS;1982;51.0
DLVIS;1983;34.8
DLVIS;1984;50.7
DLVIS;1985;30.1
DLVIS;1986;51.5
DLVIS;1987;38.3
DLVIS;1988;48.0
DLVIS;1989;52.1
DLVIS;1990;59.1
DLVIS;1991;26.0
DLVIS;1992;27.4
DLVIS;1993;30.5
DLVIS;1994;35.4
DLVIS;1995;37.5
DLVIS;1996;50.3
DLVIS;1997;34.3
DLVIS;1998;31.1
DLVIS;1999;41.6
DLVIS;2000;60.3
DLVIS;2001;46.7
DLVIS;2002;38.3
DLVIS;2003;32.3
DLVIS;2004;46.8
DLVIS;2005;27.7
DLVIS;2006;31.3
DLVIS;2007;34.4
DLVIS;2008;41.2
DLVIS;2009;35.5
DLVIS;2010;36.6
DLVIS;2011;23.6
DLVIS;2012;32.5
DLVIS;2013;38.5
DLVIS;2014;31.7
DLVIS;2015;58.9
DLVIS;2016;29.7
DLVIS;2017;27.5
DLVIS;2018;41.7
DLVIS;2019;40.4
DLVIS;2020;32.9
