 

stn;time;rre150yx
DLHER;2002;36.0
DLHER;2003;24.5
DLHER;2004;39.4
DLHER;2005;37.4
DLHER;2006;27.3
DLHER;2007;52.4
DLHER;2008;31.4
DLHER;2009;37.2
DLHER;2010;32.7
DLHER;2011;31.3
DLHER;2012;32.4
DLHER;2013;61.3
DLHER;2014;38.5
DLHER;2015;44.6
DLHER;2016;41.5
DLHER;2017;31.2
DLHER;2018;36.0
DLHER;2019;30.8
DLHER;2020;38.8
