 

stn;time;tre200dn
SCI;19710101;-12.7
SCI;19710102;-17.5
SCI;19710103;-12.5
SCI;19710104;-11.9
SCI;19710105;-13.4
SCI;19710106;-11.3
SCI;19710107;-12.2
SCI;19710108;-9.8
SCI;19710109;-7.1
SCI;19710110;-4.1
SCI;19710111;-5.6
SCI;19710112;-4.6
SCI;19710113;-5.8
SCI;19710114;-5.0
SCI;19710115;-5.6
SCI;19710116;-5.6
SCI;19710117;-9.1
SCI;19710118;-6.1
SCI;19710119;-6.3
SCI;19710120;-2.7
SCI;19710121;-1.0
SCI;19710122;-1.5
SCI;19710123;-6.5
SCI;19710124;0.7
SCI;19710125;-1.5
SCI;19710126;0.2
SCI;19710127;1.4
SCI;19710128;0.4
SCI;19710129;-2.2
SCI;19710130;-2.3
SCI;19710131;4.1
SCI;19710201;0.0
SCI;19710202;-6.4
SCI;19710203;-7.7
SCI;19710204;-2.0
SCI;19710205;-5.3
SCI;19710206;-5.2
SCI;19710207;-4.3
SCI;19710208;-5.8
SCI;19710209;-8.7
SCI;19710210;-9.7
SCI;19710211;-5.6
SCI;19710212;-5.3
SCI;19710213;-7.1
SCI;19710214;1.2
SCI;19710215;-3.1
SCI;19710216;-0.1
SCI;19710217;-6.6
SCI;19710218;-3.2
SCI;19710219;0.2
SCI;19710220;0.2
SCI;19710221;-4.9
SCI;19710222;-0.6
SCI;19710223;0.0
SCI;19710224;-8.7
SCI;19710225;-1.2
SCI;19710226;0.4
SCI;19710227;-1.6
SCI;19710228;-6.8
SCI;19710301;-7.8
SCI;19710302;-14.5
SCI;19710303;-7.6
SCI;19710304;-8.4
SCI;19710305;-16.5
SCI;19710306;-18.0
SCI;19710307;-16.2
SCI;19710308;-14.4
SCI;19710309;-12.8
SCI;19710310;-5.3
SCI;19710311;-2.2
SCI;19710312;-1.1
SCI;19710313;-6.0
SCI;19710314;-0.1
SCI;19710315;1.5
SCI;19710316;0.2
SCI;19710317;-2.9
SCI;19710318;-1.9
SCI;19710319;0.5
SCI;19710320;1.5
SCI;19710321;4.5
SCI;19710322;1.6
SCI;19710323;1.8
SCI;19710324;-0.5
SCI;19710325;-0.2
SCI;19710326;2.0
SCI;19710327;0.3
SCI;19710328;0.2
SCI;19710329;-0.4
SCI;19710330;-2.8
SCI;19710331;-2.6
SCI;19710401;-0.6
SCI;19710402;0.4
SCI;19710403;2.6
SCI;19710404;7.7
SCI;19710405;1.3
SCI;19710406;5.8
SCI;19710407;1.4
SCI;19710408;6.3
SCI;19710409;5.2
SCI;19710410;3.2
SCI;19710411;6.8
SCI;19710412;5.3
SCI;19710413;1.9
SCI;19710414;1.6
SCI;19710415;2.1
SCI;19710416;4.6
SCI;19710417;7.8
SCI;19710418;1.5
SCI;19710419;2.3
SCI;19710420;7.6
SCI;19710421;4.5
SCI;19710422;7.6
SCI;19710423;12.2
SCI;19710424;5.7
SCI;19710425;5.3
SCI;19710426;2.9
SCI;19710427;5.9
SCI;19710428;2.0
SCI;19710429;-1.1
SCI;19710430;4.1
SCI;19710501;4.3
SCI;19710502;6.4
SCI;19710503;6.2
SCI;19710504;6.9
SCI;19710505;7.5
SCI;19710506;3.3
SCI;19710507;5.2
SCI;19710508;11.6
SCI;19710509;7.6
SCI;19710510;9.4
SCI;19710511;7.2
SCI;19710512;10.0
SCI;19710513;9.6
SCI;19710514;9.8
SCI;19710515;9.2
SCI;19710516;9.5
SCI;19710517;12.1
SCI;19710518;16.5
SCI;19710519;10.8
SCI;19710520;11.2
SCI;19710521;12.5
SCI;19710522;8.6
SCI;19710523;11.3
SCI;19710524;10.5
SCI;19710525;7.1
SCI;19710526;8.7
SCI;19710527;7.2
SCI;19710528;7.5
SCI;19710529;5.9
SCI;19710530;7.4
SCI;19710531;8.9
SCI;19710601;11.0
SCI;19710602;6.7
SCI;19710603;11.6
SCI;19710604;9.9
SCI;19710605;8.6
SCI;19710606;12.3
SCI;19710607;10.6
