 

stn;time;hns000y0
ROB;1961;136
ROB;1962;180
ROB;1963;158
ROB;1964;74
ROB;1965;230
ROB;1966;97
ROB;1967;140
ROB;1968;243
ROB;1969;205
ROB;1970;214
ROB;1971;157
ROB;1972;125
ROB;1973;130
ROB;1974;173
ROB;1975;258
ROB;1976;91
ROB;1977;296
ROB;1978;274
ROB;1979;227
ROB;1980;149
ROB;1981;162
ROB;1982;84
ROB;1983;124
ROB;1984;125
ROB;1985;328
ROB;1986;197
ROB;1987;119
ROB;1988;121
ROB;1989;58
ROB;1990;114
ROB;1991;203
ROB;1992;70
ROB;1993;79
ROB;1994;98
ROB;1995;171
ROB;1996;168
ROB;1997;66
ROB;1998;76
ROB;1999;212
ROB;2000;97
ROB;2001;118
ROB;2002;39
ROB;2003;80
ROB;2004;125
ROB;2005;72
ROB;2006;116
ROB;2007;19
ROB;2008;251
ROB;2009;160
ROB;2010;191
ROB;2011;56
ROB;2012;108
ROB;2013;144
ROB;2014;203
ROB;2015;53
ROB;2016;92
ROB;2017;94
ROB;2018;98
ROB;2019;111
ROB;2020;145
