 

stn;time;tnd00xy0
DLSTO;1948;28
DLSTO;1949;33
DLSTO;1950;48
DLSTO;1951;22
DLSTO;1952;65
DLSTO;1953;54
DLSTO;1954;51
DLSTO;1955;65
DLSTO;1956;72
DLSTO;1957;27
DLSTO;1958;57
DLSTO;1959;30
DLSTO;1960;41
DLSTO;1961;34
DLSTO;1962;63
DLSTO;1963;77
DLSTO;1964;61
DLSTO;1965;56
DLSTO;1966;43
DLSTO;1967;38
DLSTO;1968;57
DLSTO;1969;69
DLSTO;1970;59
DLSTO;1971;41
DLSTO;1972;43
DLSTO;1973;62
DLSTO;1974;24
DLSTO;1975;22
DLSTO;1976;50
DLSTO;1977;38
DLSTO;1978;53
DLSTO;1979;46
DLSTO;1980;47
DLSTO;1981;59
DLSTO;1982;32
DLSTO;1983;47
DLSTO;1984;42
DLSTO;1985;62
DLSTO;1986;55
DLSTO;1987;69
DLSTO;1988;31
DLSTO;1989;25
DLSTO;1990;31
DLSTO;1991;54
DLSTO;1992;29
DLSTO;1993;53
DLSTO;1994;24
DLSTO;1995;41
DLSTO;1996;72
DLSTO;1997;36
DLSTO;1998;41
DLSTO;1999;42
DLSTO;2000;25
DLSTO;2001;40
DLSTO;2002;22
DLSTO;2003;44
DLSTO;2004;58
DLSTO;2005;69
DLSTO;2006;50
DLSTO;2007;27
DLSTO;2008;24
DLSTO;2009;40
DLSTO;2010;74
DLSTO;2011;35
DLSTO;2012;40
DLSTO;2013;55
DLSTO;2014;11
DLSTO;2015;33
