 

stn;time;tnd00xy0
DLULM;1948;27
DLULM;1949;21
DLULM;1950;42
DLULM;1951;8
DLULM;1952;34
DLULM;1953;38
DLULM;1954;36
DLULM;1955;45
DLULM;1956;53
DLULM;1957;24
DLULM;1958;25
DLULM;1959;26
DLULM;1960;25
DLULM;1961;27
DLULM;1962;35
DLULM;1963;68
DLULM;1964;47
DLULM;1965;37
DLULM;1966;25
DLULM;1967;32
DLULM;1968;42
DLULM;1969;49
DLULM;1970;49
DLULM;1971;31
DLULM;1972;35
DLULM;1973;34
DLULM;1974;6
DLULM;1975;20
DLULM;1976;38
DLULM;1977;24
DLULM;1978;40
DLULM;1979;25
DLULM;1980;41
DLULM;1981;39
DLULM;1982;21
DLULM;1983;31
DLULM;1984;22
DLULM;1985;49
DLULM;1986;39
DLULM;1987;42
DLULM;1988;10
DLULM;1989;25
DLULM;1990;29
DLULM;1991;39
DLULM;1992;23
DLULM;1993;42
DLULM;1994;21
DLULM;1995;36
DLULM;1996;58
DLULM;1997;27
DLULM;1998;31
DLULM;1999;27
DLULM;2000;14
DLULM;2001;26
DLULM;2002;22
DLULM;2003;37
DLULM;2004;31
DLULM;2005;46
DLULM;2006;42
DLULM;2007;23
DLULM;2008;17
DLULM;2009;37
DLULM;2010;62
DLULM;2011;21
DLULM;2012;28
DLULM;2013;37
