 

stn;time;fklnd3m0
WSLALB;201602;0
WSLALB;201603;0
WSLALB;201604;0
WSLALB;201605;0
WSLALB;201606;0
WSLALB;201607;0
WSLALB;201608;0
WSLALB;201609;0
WSLALB;201610;0
WSLALB;201611;0
WSLALB;201612;0
WSLALB;201701;0
WSLALB;201702;0
WSLALB;201703;0
WSLALB;201704;0
WSLALB;201705;0
WSLALB;201706;0
WSLALB;201707;0
WSLALB;201708;0
WSLALB;201709;0
WSLALB;201710;0
WSLALB;201711;0
WSLALB;201712;0
WSLALB;201801;0
WSLALB;201802;-
WSLALB;201803;0
WSLALB;201804;0
WSLALB;201805;0
WSLALB;201806;0
WSLALB;201807;0
WSLALB;201808;0
WSLALB;201809;0
WSLALB;201810;0
