 

stn;time;tnd00xy0
DLHEC;1970;33
DLHEC;1971;26
DLHEC;1972;14
DLHEC;1973;29
DLHEC;1974;4
DLHEC;1975;12
DLHEC;1976;25
DLHEC;1977;13
DLHEC;1978;33
DLHEC;1979;23
DLHEC;1980;33
DLHEC;1981;26
DLHEC;1982;9
DLHEC;1983;22
DLHEC;1984;17
DLHEC;1985;44
DLHEC;1986;40
DLHEC;1987;39
DLHEC;1988;9
DLHEC;1989;7
DLHEC;1990;11
DLHEC;1991;26
DLHEC;1992;16
DLHEC;1993;23
DLHEC;1994;12
DLHEC;1995;22
DLHEC;1996;39
DLHEC;1997;19
DLHEC;1998;25
DLHEC;1999;19
DLHEC;2000;6
DLHEC;2001;8
DLHEC;2002;6
DLHEC;2003;20
DLHEC;2004;21
DLHEC;2005;32
DLHEC;2006;26
DLHEC;2007;11
DLHEC;2008;11
DLHEC;2009;25
DLHEC;2010;46
DLHEC;2011;15
