 

stn;time;rre150yx
LOB;1953;30.2
LOB;1954;55.0
LOB;1955;36.4
LOB;1956;48.5
LOB;1957;38.0
LOB;1958;45.0
LOB;1959;44.7
LOB;1960;39.3
LOB;1961;81.0
LOB;1962;77.3
LOB;1963;55.2
LOB;1964;58.2
LOB;1965;40.3
LOB;1966;48.2
LOB;1967;34.2
LOB;1968;49.0
LOB;1969;47.7
LOB;1970;57.5
LOB;1971;31.8
LOB;1972;44.0
LOB;1973;81.2
LOB;1974;35.2
LOB;1975;54.0
LOB;1976;55.0
LOB;1977;45.0
LOB;1978;87.9
LOB;1979;53.3
LOB;1980;39.7
LOB;1981;58.3
LOB;1982;83.8
LOB;1983;56.0
LOB;1984;32.2
LOB;1985;58.2
LOB;1986;42.2
LOB;1987;65.3
LOB;1988;36.6
LOB;1989;36.3
LOB;1990;34.6
LOB;1991;31.5
LOB;1992;54.2
LOB;1993;38.0
LOB;1994;60.2
LOB;1995;60.8
LOB;1996;72.9
LOB;1997;42.6
LOB;1998;44.2
LOB;1999;45.5
LOB;2000;25.9
LOB;2001;31.8
LOB;2002;49.2
LOB;2003;28.7
LOB;2004;39.7
