 

stn;time;tnd00xy0
DLFRS;1951;18
DLFRS;1952;63
DLFRS;1953;44
DLFRS;1954;41
DLFRS;1955;48
DLFRS;1956;62
DLFRS;1957;26
DLFRS;1958;48
DLFRS;1959;24
DLFRS;1960;41
DLFRS;1961;26
DLFRS;1962;56
DLFRS;1963;64
DLFRS;1964;45
DLFRS;1965;53
DLFRS;1966;43
DLFRS;1967;33
DLFRS;1968;47
DLFRS;1969;60
DLFRS;1970;52
DLFRS;1971;37
DLFRS;1972;27
DLFRS;1973;49
DLFRS;1974;20
DLFRS;1975;26
DLFRS;1976;43
DLFRS;1977;41
DLFRS;1978;50
DLFRS;1979;42
DLFRS;1980;42
DLFRS;1981;54
DLFRS;1982;29
DLFRS;1983;39
DLFRS;1984;38
DLFRS;1985;56
DLFRS;1986;56
DLFRS;1987;59
DLFRS;1988;29
DLFRS;1989;6
DLFRS;1990;25
DLFRS;1991;42
DLFRS;1992;21
DLFRS;1993;41
DLFRS;1994;21
DLFRS;1995;28
DLFRS;1996;49
DLFRS;1997;25
DLFRS;1998;33
DLFRS;1999;40
DLFRS;2000;19
DLFRS;2001;35
DLFRS;2002;15
DLFRS;2003;38
DLFRS;2004;47
DLFRS;2005;57
DLFRS;2006;42
DLFRS;2007;20
DLFRS;2008;26
DLFRS;2009;33
DLFRS;2010;65
DLFRS;2011;26
DLFRS;2012;32
DLFRS;2013;52
DLFRS;2014;9
DLFRS;2015;23
