 

stn;time;hns000mx
MEB;197406;0
MEB;197407;0
MEB;197408;0
MEB;197409;0
MEB;197410;15
MEB;197411;15
MEB;197412;12
MEB;197501;3
MEB;197502;6
MEB;197503;15
MEB;197504;12
MEB;197505;15
MEB;197506;0
MEB;197507;0
MEB;197508;0
MEB;197509;0
MEB;197510;5
MEB;197511;15
MEB;197512;4
MEB;197601;8
MEB;197602;11
MEB;197603;14
MEB;197604;23
MEB;197605;0
MEB;197606;0
MEB;197607;0
MEB;197608;0
MEB;197609;0
MEB;197610;0
MEB;197611;2
MEB;197612;16
MEB;197701;18
MEB;197702;3
MEB;197703;24
MEB;197704;28
MEB;197705;0
MEB;197706;0
MEB;197707;0
MEB;197708;0
MEB;197709;0
MEB;197710;0
MEB;197711;18
MEB;197712;11
MEB;197801;9
MEB;197802;16
MEB;197803;18
MEB;197804;5
MEB;197805;1
MEB;197806;0
MEB;197807;0
MEB;197808;0
MEB;197809;0
MEB;197810;0
MEB;197811;13
MEB;197812;7
MEB;197901;37
MEB;197902;9
MEB;197903;6
MEB;197904;12
MEB;197905;18
MEB;197906;0
MEB;197907;0
MEB;197908;0
MEB;197909;0
MEB;197910;0
MEB;197911;25
MEB;197912;50
MEB;198001;17
MEB;198002;3
MEB;198003;10
MEB;198004;10
MEB;198005;0
MEB;198006;0
MEB;198007;0
MEB;198008;0
MEB;198009;0
MEB;198010;2
MEB;198011;13
MEB;198012;11
MEB;198101;26
MEB;198102;12
MEB;198103;24
MEB;198104;5
MEB;198105;4
MEB;198106;0
MEB;198107;0
MEB;198108;0
MEB;198109;0
MEB;198110;7
MEB;198111;14
MEB;198112;25
MEB;198201;6
MEB;198202;23
MEB;198203;15
MEB;198204;11
MEB;198205;3
MEB;198206;0
MEB;198207;0
MEB;198208;0
MEB;198209;0
MEB;198210;0
MEB;198211;8
MEB;198212;11
MEB;198301;9
MEB;198302;22
MEB;198303;14
MEB;198304;12
MEB;198305;0
MEB;198306;0
MEB;198307;0
MEB;198308;0
MEB;198309;0
MEB;198310;0
MEB;198311;5
MEB;198312;5
MEB;198401;10
MEB;198402;10
MEB;198403;13
MEB;198404;10
MEB;198405;0
MEB;198406;0
MEB;198407;0
MEB;198408;0
MEB;198409;0
MEB;198410;0
MEB;198411;10
MEB;198412;12
MEB;198501;19
MEB;198502;18
MEB;198503;16
MEB;198504;16
MEB;198505;15
MEB;198506;0
MEB;198507;0
MEB;198508;0
MEB;198509;0
MEB;198510;0
MEB;198511;13
MEB;198512;7
MEB;198601;14
MEB;198602;24
MEB;198603;7
MEB;198604;10
MEB;198605;0
MEB;198606;0
MEB;198607;0
MEB;198608;0
MEB;198609;0
MEB;198610;1
MEB;198611;5
MEB;198612;10
MEB;198701;18
MEB;198702;11
MEB;198703;21
MEB;198704;7
MEB;198705;14
MEB;198706;0
MEB;198707;0
MEB;198708;0
MEB;198709;0
MEB;198710;0
MEB;198711;2
MEB;198712;2
MEB;198801;8
MEB;198802;20
MEB;198803;10
MEB;198804;0
MEB;198805;0
MEB;198806;0
MEB;198807;0
MEB;198808;0
MEB;198809;0
MEB;198810;0
MEB;198811;20
MEB;198812;15
MEB;198901;5
MEB;198902;5
MEB;198903;4
MEB;198904;5
MEB;198905;0
MEB;198906;0
MEB;198907;0
MEB;198908;0
MEB;198909;0
MEB;198910;0
MEB;198911;3
MEB;198912;0
MEB;199001;5
MEB;199002;5
MEB;199003;16
MEB;199004;2
MEB;199005;0
MEB;199006;0
MEB;199007;0
MEB;199008;0
MEB;199009;0
MEB;199010;0
MEB;199011;18
MEB;199012;7
MEB;199101;12
MEB;199102;5
MEB;199103;2
MEB;199104;10
MEB;199105;3
MEB;199106;0
MEB;199107;0
MEB;199108;0
MEB;199109;0
MEB;199110;2
MEB;199111;13
MEB;199112;5
MEB;199201;9
MEB;199202;7
MEB;199203;11
MEB;199204;8
MEB;199205;0
MEB;199206;0
MEB;199207;0
MEB;199208;0
MEB;199209;0
MEB;199210;7
MEB;199211;8
MEB;199212;15
MEB;199301;2
MEB;199302;12
MEB;199303;21
MEB;199304;3
MEB;199305;0
MEB;199306;0
MEB;199307;0
MEB;199308;0
MEB;199309;0
MEB;199310;5
MEB;199311;5
MEB;199312;21
MEB;199401;18
MEB;199402;9
MEB;199403;3
MEB;199404;14
MEB;199405;0
MEB;199406;0
MEB;199407;0
MEB;199408;0
MEB;199409;0
MEB;199410;0
MEB;199411;0
MEB;199412;10
MEB;199501;24
MEB;199502;25
MEB;199503;20
MEB;199504;6
MEB;199505;12
MEB;199506;0
MEB;199507;0
MEB;199508;0
MEB;199509;0
MEB;199510;0
MEB;199511;6
MEB;199512;21
