 

stn;time;rzz150mx
BRP;201512;0.1
BRP;201601;1.0
BRP;201602;1.0
BRP;201603;1.3
BRP;201604;1.5
BRP;201605;2.0
BRP;201606;5.2
BRP;201607;5.2
BRP;201608;21.9
BRP;201609;1.2
BRP;201610;2.1
BRP;201611;1.0
BRP;201612;0.1
BRP;201701;0.3
BRP;201702;1.1
BRP;201703;1.0
BRP;201704;1.0
BRP;201705;2.3
BRP;201706;7.4
BRP;201707;2.8
BRP;201708;9.5
BRP;201709;1.6
BRP;201710;1.3
BRP;201711;1.0
BRP;201712;1.3
BRP;201801;1.8
BRP;201802;0.5
BRP;201803;0.7
BRP;201804;1.4
BRP;201805;3.4
BRP;201806;6.0
BRP;201807;2.3
BRP;201808;12.1
BRP;201809;3.3
BRP;201810;2.0
BRP;201811;1.1
