 

stn;time;rzz150mx
DLMUN;201712;2.0
DLMUN;201801;1.6
DLMUN;201802;-
DLMUN;201803;0.6
DLMUN;201804;1.2
DLMUN;201805;15.0
DLMUN;201806;10.5
DLMUN;201807;9.4
DLMUN;201808;2.9
DLMUN;201809;2.6
DLMUN;201810;1.1
DLMUN;201811;0.3
DLMUN;201812;4.1
DLMUN;201901;0.8
DLMUN;201902;0.6
DLMUN;201903;1.5
DLMUN;201904;0.9
DLMUN;201905;4.7
DLMUN;201906;3.5
DLMUN;201907;4.2
DLMUN;201908;4.8
DLMUN;201909;1.0
DLMUN;201910;4.8
DLMUN;201911;0.6
DLMUN;201912;2.0
DLMUN;202001;1.7
DLMUN;202002;2.6
DLMUN;202003;1.2
DLMUN;202004;2.3
DLMUN;202005;1.3
DLMUN;202006;7.4
DLMUN;202007;12.9
DLMUN;202008;2.4
DLMUN;202009;2.4
DLMUN;202010;1.6
DLMUN;202011;0.7
DLMUN;202012;0.6
DLMUN;202101;0.7
DLMUN;202102;0.9
DLMUN;202103;1.7
