 

stn;time;rhh150mx
COL;201808;25.7
COL;201809;5.2
COL;201810;25.3
COL;201811;9.1
COL;201812;2.0
COL;201901;1.3
COL;201902;3.2
COL;201903;7.6
COL;201904;12.6
COL;201905;16.0
COL;201906;18.3
COL;201907;9.9
COL;201908;21.1
COL;201909;33.1
COL;201910;24.1
COL;201911;13.0
COL;201912;8.5
COL;202001;1.2
COL;202002;0.3
COL;202003;-
COL;202004;10.1
COL;202005;17.5
COL;202006;20.7
COL;202007;13.8
COL;202008;31.0
COL;202009;14.1
COL;202010;12.9
COL;202011;1.2
COL;202012;6.8
COL;202101;6.1
COL;202102;5.0
COL;202103;2.3
