 

stn;time;fklnd3m0
GOR;201210;1
GOR;201211;2
GOR;201212;3
GOR;201301;2
GOR;201302;0
GOR;201303;0
GOR;201304;1
GOR;201305;2
GOR;201306;1
GOR;201307;1
GOR;201308;3
GOR;201309;0
GOR;201310;3
GOR;201311;2
GOR;201312;3
GOR;201401;2
GOR;201402;3
GOR;201403;0
GOR;201404;0
GOR;201405;3
GOR;201406;0
GOR;201407;2
GOR;201408;0
GOR;201409;0
GOR;201410;3
GOR;201411;3
GOR;201412;1
GOR;201501;7
GOR;201502;3
GOR;201503;5
GOR;201504;1
GOR;201505;1
GOR;201506;0
GOR;201507;0
GOR;201508;0
GOR;201509;2
GOR;201510;0
GOR;201511;3
GOR;201512;0
GOR;201601;5
GOR;201602;5
GOR;201603;0
GOR;201604;6
GOR;201605;0
GOR;201606;0
GOR;201607;0
GOR;201608;0
GOR;201609;0
GOR;201610;2
GOR;201611;5
GOR;201612;1
GOR;201701;2
GOR;201702;2
GOR;201703;4
GOR;201704;0
GOR;201705;0
GOR;201706;0
GOR;201707;1
GOR;201708;3
GOR;201709;0
GOR;201710;0
GOR;201711;1
GOR;201712;3
GOR;201801;10
GOR;201802;1
GOR;201803;2
GOR;201804;3
GOR;201805;0
GOR;201806;0
GOR;201807;0
GOR;201808;0
GOR;201809;0
GOR;201810;2
GOR;201811;1
GOR;201812;4
GOR;201901;1
GOR;201902;2
GOR;201903;8
GOR;201904;3
GOR;201905;0
GOR;201906;7
GOR;201907;0
