 

stn;time;rre150yx
VLL;1918;63.5
VLL;1919;65.4
VLL;1920;40.9
VLL;1921;42.0
VLL;1922;59.1
VLL;1923;66.0
VLL;1924;56.4
VLL;1925;42.0
VLL;1926;39.2
VLL;1927;40.7
VLL;1928;50.2
VLL;1929;34.3
VLL;1930;55.2
VLL;1931;97.0
VLL;1932;59.9
VLL;1933;47.5
VLL;1934;36.4
VLL;1935;87.5
VLL;1936;48.8
VLL;1937;39.7
VLL;1938;96.0
VLL;1939;54.0
VLL;1940;73.4
VLL;1941;36.0
VLL;1942;50.8
VLL;1943;41.5
VLL;1944;72.4
VLL;1945;46.5
VLL;1946;53.4
VLL;1947;46.6
VLL;1948;41.7
VLL;1949;44.5
VLL;1950;93.2
VLL;1951;46.4
VLL;1952;49.5
VLL;1953;90.0
VLL;1954;91.3
VLL;1955;59.6
VLL;1956;51.5
VLL;1957;58.3
VLL;1958;44.0
VLL;1959;74.2
VLL;1960;38.8
VLL;1961;40.0
VLL;1962;49.5
VLL;1963;69.0
VLL;1964;54.2
VLL;1965;53.5
VLL;1966;58.8
VLL;1967;67.7
VLL;1968;67.4
VLL;1969;53.4
VLL;1970;63.7
VLL;1971;58.4
VLL;1972;51.4
VLL;1973;47.7
VLL;1974;50.5
VLL;1975;50.0
VLL;1976;52.0
VLL;1977;49.0
