 

stn;time;rsd300m0
AND;191307;1
AND;191308;0
AND;191309;0
AND;191310;1
AND;191311;0
AND;191312;0
AND;191401;1
AND;191402;1
AND;191403;0
AND;191404;0
AND;191405;1
AND;191406;0
AND;191407;2
AND;191408;1
AND;191409;0
AND;191410;1
AND;191411;0
AND;191412;0
AND;191501;1
AND;191502;0
AND;191503;1
AND;191504;0
AND;191505;0
AND;191506;0
AND;191507;1
AND;191508;0
AND;191509;2
AND;191510;0
AND;191511;0
AND;191512;1
AND;191601;0
AND;191602;0
AND;191603;1
AND;191604;0
AND;191605;0
AND;191606;2
AND;191607;0
AND;191608;1
AND;191609;1
AND;191610;0
AND;191611;3
AND;191612;3
AND;191701;0
AND;191702;0
AND;191703;0
AND;191704;1
AND;191705;1
AND;191706;0
AND;191707;0
AND;191708;5
AND;191709;0
AND;191710;2
AND;191711;0
AND;191712;0
AND;191801;0
AND;191802;0
AND;191803;2
AND;191804;0
AND;191805;0
AND;191806;0
AND;191807;1
AND;191808;1
AND;191809;3
AND;191810;0
AND;191811;0
AND;191812;1
AND;191901;2
AND;191902;0
AND;191903;0
AND;191904;1
AND;191905;0
AND;191906;0
AND;191907;1
AND;191908;1
AND;191909;1
AND;191910;1
AND;191911;0
AND;191912;0
AND;192001;1
AND;192002;0
AND;192003;0
AND;192004;0
AND;192005;1
AND;192006;0
AND;192007;2
AND;192008;0
AND;192009;3
AND;192010;0
AND;192011;0
AND;192012;0
AND;192101;0
AND;192102;0
AND;192103;0
AND;192104;1
AND;192105;1
AND;192106;0
AND;192107;0
AND;192108;0
AND;192109;0
AND;192110;0
AND;192111;1
AND;192112;0
AND;192201;0
AND;192202;0
AND;192203;1
AND;192204;0
AND;192205;0
AND;192206;0
AND;192207;1
AND;192208;1
AND;192209;3
AND;192210;0
AND;192211;0
AND;192212;3
AND;192301;0
AND;192302;0
AND;192303;0
AND;192304;0
AND;192305;1
AND;192306;0
AND;192307;0
AND;192308;1
AND;192309;2
AND;192310;2
AND;192311;1
AND;192312;0
AND;192401;0
AND;192402;0
AND;192403;0
AND;192404;0
AND;192405;4
AND;192406;2
AND;192407;0
AND;192408;2
AND;192409;2
AND;192410;0
AND;192411;0
AND;192412;0
AND;192501;0
AND;192502;2
AND;192503;0
AND;192504;0
AND;192505;0
AND;192506;0
AND;192507;1
AND;192508;2
AND;192509;1
AND;192510;1
AND;192511;0
AND;192512;0
AND;192601;0
AND;192602;0
AND;192603;0
AND;192604;1
AND;192605;2
AND;192606;1
AND;192607;1
AND;192608;0
AND;192609;0
AND;192610;2
AND;192611;1
AND;192612;0
AND;192701;0
AND;192702;0
AND;192703;0
AND;192704;1
AND;192705;0
AND;192706;2
AND;192707;1
AND;192708;2
AND;192709;3
AND;192710;0
AND;192711;1
AND;192712;0
AND;192801;1
AND;192802;0
AND;192803;0
AND;192804;0
AND;192805;4
AND;192806;0
AND;192807;0
AND;192808;2
AND;192809;0
AND;192810;5
AND;192811;0
AND;192812;0
AND;192901;0
AND;192902;0
AND;192903;0
AND;192904;0
AND;192905;0
AND;192906;0
AND;192907;2
AND;192908;2
AND;192909;0
AND;192910;1
AND;192911;0
AND;192912;1
AND;193001;0
AND;193002;0
AND;193003;1
AND;193004;1
AND;193005;0
AND;193006;0
AND;193007;3
AND;193008;1
AND;193009;1
AND;193010;0
AND;193011;0
AND;193012;0
AND;193101;0
AND;193102;1
AND;193103;0
AND;193104;0
AND;193105;0
AND;193106;0
AND;193107;2
AND;193108;3
AND;193109;0
AND;193110;1
AND;193111;1
AND;193112;0
AND;193201;0
AND;193202;0
AND;193203;0
AND;193204;1
AND;193205;2
AND;193206;0
AND;193207;0
AND;193208;1
AND;193209;1
AND;193210;0
AND;193211;0
AND;193212;0
AND;193301;0
AND;193302;0
AND;193303;0
AND;193304;0
AND;193305;1
AND;193306;1
AND;193307;0
AND;193308;0
AND;193309;1
AND;193310;3
AND;193311;0
AND;193312;0
AND;193401;0
AND;193402;0
AND;193403;1
AND;193404;1
AND;193405;0
AND;193406;0
AND;193407;0
AND;193408;3
AND;193409;0
AND;193410;1
AND;193411;2
AND;193412;1
AND;193501;0
AND;193502;1
AND;193503;0
AND;193504;0
AND;193505;2
AND;193506;0
AND;193507;1
AND;193508;1
AND;193509;0
AND;193510;3
AND;193511;1
AND;193512;1
AND;193601;0
AND;193602;0
AND;193603;0
AND;193604;1
AND;193605;0
AND;193606;1
AND;193607;7
AND;193608;0
AND;193609;0
AND;193610;0
AND;193611;0
AND;193612;2
AND;193701;0
AND;193702;1
AND;193703;1
AND;193704;0
AND;193705;0
AND;193706;0
AND;193707;1
AND;193708;0
AND;193709;2
AND;193710;1
AND;193711;0
AND;193712;1
AND;193801;0
AND;193802;0
AND;193803;0
AND;193804;0
AND;193805;0
AND;193806;1
AND;193807;2
AND;193808;1
AND;193809;0
AND;193810;1
AND;193811;0
AND;193812;0
AND;193901;0
AND;193902;0
AND;193903;0
AND;193904;1
AND;193905;0
AND;193906;1
AND;193907;3
AND;193908;1
AND;193909;2
AND;193910;1
AND;193911;2
AND;193912;0
AND;194001;0
AND;194002;1
AND;194003;0
AND;194004;0
AND;194005;1
AND;194006;0
AND;194007;3
AND;194008;0
AND;194009;1
AND;194010;0
AND;194011;2
AND;194012;0
AND;194101;0
AND;194102;0
AND;194103;-
AND;194104;0
AND;194105;0
AND;194106;0
