 

stn;time;fu3010m1
IYBRU;201403;57.2
IYBRU;201404;60.1
IYBRU;201405;58.0
IYBRU;201406;67.3
IYBRU;201407;47.2
IYBRU;201408;45.0
IYBRU;201409;59.0
IYBRU;201410;60.5
IYBRU;201411;35.6
IYBRU;201412;54.4
IYBRU;201501;54.4
IYBRU;201502;74.9
IYBRU;201503;57.2
IYBRU;201504;56.2
IYBRU;201505;58.0
IYBRU;201506;49.0
IYBRU;201507;55.8
IYBRU;201508;48.2
IYBRU;201509;55.1
IYBRU;201510;43.2
IYBRU;201511;47.9
IYBRU;201512;28.1
IYBRU;201601;41.4
IYBRU;201602;62.6
IYBRU;201603;58.3
IYBRU;201604;59.4
IYBRU;201605;54.4
IYBRU;201606;57.6
IYBRU;201607;63.7
IYBRU;201608;49.0
IYBRU;201609;48.2
IYBRU;201610;48.2
IYBRU;201611;53.6
IYBRU;201612;65.9
IYBRU;201701;70.2
IYBRU;201702;48.6
IYBRU;201703;57.2
IYBRU;201704;60.5
IYBRU;201705;55.8
IYBRU;201706;59.8
IYBRU;201707;77.0
IYBRU;201708;64.8
IYBRU;201709;54.0
IYBRU;201710;58.3
IYBRU;201711;58.3
IYBRU;201712;44.3
IYBRU;201801;33.8
IYBRU;201802;50.8
IYBRU;201803;53.6
IYBRU;201804;54.7
IYBRU;201805;51.8
IYBRU;201806;58.7
IYBRU;201807;57.6
IYBRU;201808;40.7
IYBRU;201809;54.4
IYBRU;201810;65.2
IYBRU;201811;43.9
IYBRU;201812;54.4
IYBRU;201901;63.7
IYBRU;201902;65.2
