 

stn;time;rhh150mx
IYSAN;200301;1.4
IYSAN;200302;1.2
IYSAN;200303;0.0
IYSAN;200304;3.2
IYSAN;200305;19.4
IYSAN;200306;7.6
IYSAN;200307;23.6
IYSAN;200308;12.6
IYSAN;200309;8.2
IYSAN;200310;9.4
IYSAN;200311;6.2
IYSAN;200312;1.2
IYSAN;200401;1.8
IYSAN;200402;2.4
IYSAN;200403;5.2
IYSAN;200404;2.8
IYSAN;200405;4.4
IYSAN;200406;5.2
IYSAN;200407;4.6
IYSAN;200408;3.2
IYSAN;200409;7.2
IYSAN;200410;9.0
IYSAN;200411;7.0
IYSAN;200412;3.0
IYSAN;200501;0.8
IYSAN;200502;2.0
IYSAN;200503;0.8
IYSAN;200504;3.4
IYSAN;200505;6.4
IYSAN;200506;9.6
IYSAN;200507;8.8
IYSAN;200508;7.2
IYSAN;200509;5.4
IYSAN;200510;2.2
IYSAN;200511;1.6
IYSAN;200512;1.6
IYSAN;200601;0.8
IYSAN;200602;3.0
IYSAN;200603;4.0
IYSAN;200604;5.0
IYSAN;200605;5.0
IYSAN;200606;19.2
IYSAN;200607;17.4
IYSAN;200608;11.8
IYSAN;200609;13.4
IYSAN;200610;5.6
IYSAN;200611;1.2
IYSAN;200612;4.8
IYSAN;200701;3.6
IYSAN;200702;5.0
IYSAN;200703;2.8
IYSAN;200704;1.4
IYSAN;200705;9.6
IYSAN;200706;7.6
IYSAN;200707;13.8
IYSAN;200708;23.8
IYSAN;200709;5.8
IYSAN;200710;4.2
IYSAN;200711;2.0
IYSAN;200712;2.4
IYSAN;200801;3.0
IYSAN;200802;4.6
IYSAN;200803;4.4
IYSAN;200804;3.6
IYSAN;200805;2.8
IYSAN;200806;6.2
IYSAN;200807;13.6
IYSAN;200808;10.0
IYSAN;200809;11.2
IYSAN;200810;7.0
IYSAN;200811;4.6
IYSAN;200812;5.2
IYSAN;200901;2.6
IYSAN;200902;3.4
IYSAN;200903;3.8
IYSAN;200904;7.8
IYSAN;200905;5.0
IYSAN;200906;7.0
IYSAN;200907;16.4
IYSAN;200908;6.6
IYSAN;200909;15.8
IYSAN;200910;4.6
IYSAN;200911;5.6
IYSAN;200912;13.4
IYSAN;201001;1.4
IYSAN;201002;2.2
IYSAN;201003;8.8
IYSAN;201004;2.0
IYSAN;201005;5.4
IYSAN;201006;12.2
IYSAN;201007;13.6
IYSAN;201008;3.6
IYSAN;201009;10.6
IYSAN;201010;4.0
IYSAN;201011;4.4
IYSAN;201012;4.4
IYSAN;201101;1.0
IYSAN;201102;0.4
IYSAN;201103;1.2
IYSAN;201104;2.0
IYSAN;201105;10.2
IYSAN;201106;10.2
IYSAN;201107;16.2
IYSAN;201108;8.6
IYSAN;201109;14.4
IYSAN;201110;8.8
IYSAN;201111;0.4
IYSAN;201112;3.0
IYSAN;201201;2.6
IYSAN;201202;0.4
IYSAN;201203;2.0
IYSAN;201204;6.7
IYSAN;201205;2.5
IYSAN;201206;5.7
IYSAN;201207;13.9
IYSAN;201208;28.4
IYSAN;201209;9.5
IYSAN;201210;7.1
IYSAN;201211;8.3
IYSAN;201212;4.7
IYSAN;201301;2.3
IYSAN;201302;3.2
IYSAN;201303;3.1
IYSAN;201304;5.3
IYSAN;201305;7.4
IYSAN;201306;10.3
IYSAN;201307;7.2
IYSAN;201308;9.3
IYSAN;201309;8.8
IYSAN;201310;9.3
IYSAN;201311;6.8
IYSAN;201312;2.9
IYSAN;201401;3.4
IYSAN;201402;3.8
IYSAN;201403;3.2
IYSAN;201404;4.2
IYSAN;201405;5.9
IYSAN;201406;9.5
IYSAN;201407;5.5
IYSAN;201408;16.0
IYSAN;201409;1.7
IYSAN;201410;8.4
IYSAN;201411;3.6
IYSAN;201412;3.9
IYSAN;201501;4.2
IYSAN;201502;2.0
IYSAN;201503;1.7
IYSAN;201504;4.7
IYSAN;201505;10.4
IYSAN;201506;5.5
IYSAN;201507;26.6
IYSAN;201508;8.1
IYSAN;201509;8.2
IYSAN;201510;7.6
IYSAN;201511;0.5
IYSAN;201512;0.7
IYSAN;201601;11.1
IYSAN;201602;2.7
IYSAN;201603;3.6
IYSAN;201604;6.3
IYSAN;201605;9.1
IYSAN;201606;11.7
IYSAN;201607;18.1
IYSAN;201608;13.5
IYSAN;201609;9.9
IYSAN;201610;3.8
IYSAN;201611;4.8
IYSAN;201612;0.1
IYSAN;201701;1.9
IYSAN;201702;4.3
IYSAN;201703;3.1
IYSAN;201704;4.7
IYSAN;201705;4.3
IYSAN;201706;8.1
IYSAN;201707;12.0
IYSAN;201708;11.0
IYSAN;201709;6.7
IYSAN;201710;1.7
IYSAN;201711;8.3
IYSAN;201712;2.5
IYSAN;201801;7.1
IYSAN;201802;1.6
IYSAN;201803;3.5
IYSAN;201804;6.5
IYSAN;201805;4.5
IYSAN;201806;5.5
IYSAN;201807;2.9
IYSAN;201808;23.1
IYSAN;201809;2.3
IYSAN;201810;5.8
IYSAN;201811;2.0
IYSAN;201812;2.4
IYSAN;201901;2.0
IYSAN;201902;4.4
