 

stn;time;rzz150mx
VDAVS;201301;0.8
VDAVS;201302;8.4
VDAVS;201303;1.0
VDAVS;201304;1.1
VDAVS;201305;1.2
VDAVS;201306;5.2
VDAVS;201307;2.6
VDAVS;201308;5.9
VDAVS;201309;2.2
VDAVS;201310;2.7
VDAVS;201311;3.1
VDAVS;201312;1.6
VDAVS;201401;1.7
VDAVS;201402;2.2
VDAVS;201403;0.8
VDAVS;201404;2.4
VDAVS;201405;2.0
VDAVS;201406;4.8
VDAVS;201407;5.4
VDAVS;201408;6.6
VDAVS;201409;2.6
VDAVS;201410;2.4
VDAVS;201411;1.0
VDAVS;201412;0.6
VDAVS;201501;0.9
VDAVS;201502;1.6
VDAVS;201503;0.8
VDAVS;201504;3.4
VDAVS;201505;1.7
VDAVS;201506;3.4
VDAVS;201507;7.7
VDAVS;201508;5.9
VDAVS;201509;2.1
VDAVS;201510;3.2
VDAVS;201511;1.9
VDAVS;201512;0.2
VDAVS;201601;1.3
VDAVS;201602;1.8
VDAVS;201603;1.5
VDAVS;201604;1.2
VDAVS;201605;2.2
VDAVS;201606;4.4
VDAVS;201607;9.0
VDAVS;201608;5.3
VDAVS;201609;3.0
VDAVS;201610;2.8
VDAVS;201611;0.0
VDAVS;201612;0.0
VDAVS;201701;0.6
VDAVS;201702;2.3
VDAVS;201703;2.1
VDAVS;201704;0.8
VDAVS;201705;2.8
VDAVS;201706;9.5
VDAVS;201707;8.4
VDAVS;201708;7.5
VDAVS;201709;2.2
VDAVS;201710;2.1
VDAVS;201711;1.5
VDAVS;201712;1.6
VDAVS;201801;1.2
VDAVS;201802;0.9
VDAVS;201803;1.0
VDAVS;201804;1.7
VDAVS;201805;1.4
VDAVS;201806;1.9
VDAVS;201807;9.5
VDAVS;201808;6.4
VDAVS;201809;2.4
VDAVS;201810;1.4
VDAVS;201811;0.3
VDAVS;201812;1.1
VDAVS;201901;1.0
