 

stn;time;hns000mx
ERI;201111;0
ERI;201112;9
ERI;201201;13
ERI;201202;22
ERI;201203;1
ERI;201204;0
ERI;201205;0
ERI;201206;0
ERI;201207;0
ERI;201208;0
ERI;201209;0
ERI;201210;21
ERI;201211;8
ERI;201212;18
ERI;201301;5
ERI;201302;15
ERI;201303;9
ERI;201304;5
ERI;201305;0
ERI;201306;0
ERI;201307;0
ERI;201308;0
ERI;201309;0
ERI;201310;0
ERI;201311;15
ERI;201312;2
ERI;201401;1
ERI;201402;5
ERI;201403;3
ERI;201404;0
ERI;201405;0
ERI;201406;0
ERI;201407;0
ERI;201408;0
ERI;201409;0
ERI;201410;0
ERI;201411;0
ERI;201412;15
ERI;201501;12
ERI;201502;12
ERI;201503;2
ERI;201504;6
ERI;201505;0
ERI;201506;0
ERI;201507;0
ERI;201508;0
ERI;201509;0
ERI;201510;0
ERI;201511;5
ERI;201512;0
ERI;201601;8
ERI;201602;6
ERI;201603;9
ERI;201604;3
ERI;201605;0
ERI;201606;0
ERI;201607;0
ERI;201608;0
ERI;201609;0
ERI;201610;0
ERI;201611;0
ERI;201612;0
ERI;201701;11
ERI;201702;4
ERI;201703;2
ERI;201704;14
ERI;201705;0
ERI;201706;0
ERI;201707;0
ERI;201708;0
ERI;201709;0
ERI;201710;0
ERI;201711;8
ERI;201712;8
ERI;201801;6
ERI;201802;7
ERI;201803;5
ERI;201804;0
ERI;201805;0
ERI;201806;0
ERI;201807;0
ERI;201808;0
ERI;201809;0
ERI;201810;0
ERI;201811;2
ERI;201812;4
ERI;201901;9
ERI;201902;14
ERI;201903;4
ERI;201904;4
ERI;201905;9
ERI;201906;0
ERI;201907;0
ERI;201908;0
ERI;201909;0
ERI;201910;0
ERI;201911;1
ERI;201912;2
ERI;202001;2
ERI;202002;7
ERI;202003;6
ERI;202004;0
ERI;202005;0
ERI;202006;0
ERI;202007;0
ERI;202008;0
ERI;202009;0
ERI;202010;0
ERI;202011;5
ERI;202012;11
ERI;202101;12
ERI;202102;4
ERI;202103;7
