 

stn;time;tre200d0
DLFRS;19490101;4.1
DLFRS;19490102;0.0
DLFRS;19490103;-0.1
DLFRS;19490104;-1.2
DLFRS;19490105;1.6
DLFRS;19490106;0.2
DLFRS;19490107;1.3
DLFRS;19490108;-2.9
DLFRS;19490109;-4.4
DLFRS;19490110;-4.7
DLFRS;19490111;-5.0
DLFRS;19490112;-3.5
DLFRS;19490113;-5.0
DLFRS;19490114;-2.0
DLFRS;19490115;-0.1
DLFRS;19490116;2.3
DLFRS;19490117;1.3
DLFRS;19490118;2.6
DLFRS;19490119;3.2
DLFRS;19490120;2.1
DLFRS;19490121;0.6
DLFRS;19490122;-2.2
DLFRS;19490123;-4.0
DLFRS;19490124;1.8
DLFRS;19490125;-0.9
DLFRS;19490126;1.6
DLFRS;19490127;2.8
DLFRS;19490128;3.2
DLFRS;19490129;4.0
DLFRS;19490130;0.8
DLFRS;19490131;-1.8
DLFRS;19490201;-5.2
DLFRS;19490202;-9.5
DLFRS;19490203;-9.2
DLFRS;19490204;-4.9
DLFRS;19490205;-1.7
DLFRS;19490206;-4.3
DLFRS;19490207;2.5
DLFRS;19490208;3.5
DLFRS;19490209;6.0
DLFRS;19490210;-1.4
DLFRS;19490211;-3.1
DLFRS;19490212;-2.2
DLFRS;19490213;-3.3
DLFRS;19490214;-2.6
DLFRS;19490215;0.6
DLFRS;19490216;2.0
DLFRS;19490217;4.8
DLFRS;19490218;4.9
DLFRS;19490219;7.1
DLFRS;19490220;6.1
DLFRS;19490221;5.8
DLFRS;19490222;3.3
DLFRS;19490223;5.8
DLFRS;19490224;4.0
DLFRS;19490225;0.9
DLFRS;19490226;1.2
DLFRS;19490227;-0.2
DLFRS;19490228;-2.2
DLFRS;19490301;-2.7
DLFRS;19490302;-6.6
DLFRS;19490303;-8.8
DLFRS;19490304;-10.1
DLFRS;19490305;-10.8
DLFRS;19490306;-9.3
DLFRS;19490307;-8.5
DLFRS;19490308;-5.6
DLFRS;19490309;-0.6
DLFRS;19490310;3.7
DLFRS;19490311;3.4
DLFRS;19490312;2.8
DLFRS;19490313;4.3
DLFRS;19490314;4.6
DLFRS;19490315;2.2
DLFRS;19490316;0.9
DLFRS;19490317;-0.3
DLFRS;19490318;-0.4
DLFRS;19490319;-5.4
DLFRS;19490320;-6.1
DLFRS;19490321;-3.9
DLFRS;19490322;-1.4
DLFRS;19490323;1.4
DLFRS;19490324;4.4
DLFRS;19490325;7.4
DLFRS;19490326;8.6
DLFRS;19490327;9.3
DLFRS;19490328;10.6
DLFRS;19490329;10.3
DLFRS;19490330;9.1
DLFRS;19490331;8.2
DLFRS;19490401;8.9
DLFRS;19490402;9.7
DLFRS;19490403;8.8
DLFRS;19490404;13.8
DLFRS;19490405;7.7
DLFRS;19490406;10.6
DLFRS;19490407;2.6
DLFRS;19490408;-0.9
DLFRS;19490409;-1.8
DLFRS;19490410;0.6
DLFRS;19490411;9.3
DLFRS;19490412;7.7
DLFRS;19490413;14.6
DLFRS;19490414;13.2
DLFRS;19490415;14.2
DLFRS;19490416;14.1
DLFRS;19490417;16.2
DLFRS;19490418;18.0
DLFRS;19490419;15.0
DLFRS;19490420;10.7
DLFRS;19490421;15.3
DLFRS;19490422;7.4
DLFRS;19490423;7.8
DLFRS;19490424;13.8
DLFRS;19490425;9.4
DLFRS;19490426;2.2
DLFRS;19490427;4.6
DLFRS;19490428;8.9
DLFRS;19490429;9.4
