 

stn;time;tre200y0
IYMER;1983;11.1
IYMER;1984;10.1
IYMER;1985;9.9
IYMER;1986;10.7
IYMER;1987;11.6
IYMER;1988;12.1
IYMER;1989;10.3
IYMER;1990;10.6
IYMER;1991;10.7
IYMER;1992;10.6
IYMER;1993;10.5
IYMER;1994;11.3
IYMER;1995;9.7
IYMER;1996;10.5
IYMER;1997;10.7
IYMER;1998;10.4
IYMER;1999;9.9
IYMER;2000;9.6
IYMER;2001;11.5
IYMER;2002;11.6
IYMER;2003;11.7
IYMER;2004;10.9
IYMER;2005;10.6
IYMER;2006;11.0
IYMER;2007;11.6
IYMER;2008;11.1
IYMER;2009;11.5
IYMER;2010;10.9
IYMER;2011;11.9
IYMER;2012;12.1
IYMER;2013;12.0
IYMER;2014;12.8
IYMER;2015;12.5
IYMER;2016;12.0
IYMER;2017;12.0
IYMER;2018;12.8
IYMER;2019;12.6
IYMER;2020;12.4
