 

stn;time;rzz150yx
MUB;1989;13.7
MUB;1990;7.9
MUB;1991;6.9
MUB;1992;10.8
MUB;1993;8.3
MUB;1994;12.5
MUB;1995;7.0
MUB;1996;7.0
MUB;1997;7.8
MUB;1998;13.8
MUB;1999;6.7
MUB;2000;6.4
MUB;2001;10.5
MUB;2002;10.1
MUB;2003;6.9
MUB;2004;12.0
MUB;2005;8.3
MUB;2006;6.9
MUB;2007;14.9
MUB;2008;7.5
MUB;2009;11.4
MUB;2010;8.4
MUB;2011;10.3
MUB;2012;8.7
MUB;2013;10.9
MUB;2014;18.8
MUB;2015;6.0
MUB;2016;14.0
MUB;2017;21.7
MUB;2018;10.1
MUB;2019;13.0
MUB;2020;13.4
