 

stn;time;rzz150yx
TIBED;2000;7.3
TIBED;2001;5.4
TIBED;2002;12.2
TIBED;2003;14.4
TIBED;2004;18.4
TIBED;2005;7.5
TIBED;2006;8.7
TIBED;2007;4.7
TIBED;2008;6.4
TIBED;2009;7.1
TIBED;2010;13.5
TIBED;2011;5.6
TIBED;2012;9.1
TIBED;2013;9.6
TIBED;2014;4.1
TIBED;2015;5.3
TIBED;2016;4.8
TIBED;2017;5.6
TIBED;2018;10.0
TIBED;2019;7.2
TIBED;2020;11.2
